"","treatment","site","trait","moment","plot_id","estimate","ci_high","ci_low"
"158","NB","ACJ","dry_mass_g","variance","3",0.03116431264379,0.0444189391724027,0.0179096861151773
"159","NB","ACJ","dry_mass_g","variance","4",0.0318239502438161,0.051189901314251,0.0124579991733812
"160","NB","ACJ","dry_mass_g","variance","5",0.022963576482601,0.0387462026497818,0.00718095031542022
"161","NB","ACJ","ldmc","kurtosis","1",3.27833514685265,4.96872699472783,1.58794329897748
"162","NB","ACJ","ldmc","kurtosis","2",4.73411130788585,8.07502903717361,1.39319357859809
"163","NB","ACJ","ldmc","kurtosis","3",4.9069907076371,10.7691302332426,-0.955148817968364
"164","NB","ACJ","ldmc","kurtosis","4",2.54334006569085,6.5388509997529,-1.45217086837119
"165","NB","ACJ","ldmc","kurtosis","5",0.253333536661523,2.85953438944809,-2.35286731612505
"166","NB","ACJ","ldmc","mean","1",0.452695686302943,0.472465572428943,0.432925800176944
"167","NB","ACJ","ldmc","mean","2",0.456816835351497,0.472422225569666,0.441211445133328
"168","NB","ACJ","ldmc","mean","3",0.484626386098322,0.52035653725103,0.448896234945614
"169","NB","ACJ","ldmc","mean","4",0.506872400696208,0.51576387456859,0.497980926823827
"170","NB","ACJ","ldmc","mean","5",0.520347389055206,0.538123126484677,0.502571651625735
"171","NB","ACJ","ldmc","skewness","1",-1.73240083881258,-1.45845917137456,-2.0063425062506
"172","NB","ACJ","ldmc","skewness","2",-1.64703488408142,-0.912052392295155,-2.38201737586769
"173","NB","ACJ","ldmc","skewness","3",-1.01733144822004,0.19846411268523,-2.2331270091253
"174","NB","ACJ","ldmc","skewness","4",-0.449320246452522,0.751624265134273,-1.65026475803932
"175","NB","ACJ","ldmc","skewness","5",-0.766570338607761,-0.386249366223767,-1.14689131099175
"176","NB","ACJ","ldmc","variance","1",0.00759133650562189,0.00886462527806257,0.0063180477331812
"177","NB","ACJ","ldmc","variance","2",0.00393736791108369,0.00497125900791816,0.00290347681424923
"178","NB","ACJ","ldmc","variance","3",0.00218390079045075,0.00282836400319409,0.00153943757770741
"179","NB","ACJ","ldmc","variance","4",0.00203737843807007,0.00300267067538813,0.00107208620075201
"180","NB","ACJ","ldmc","variance","5",0.0025282881836365,0.00450914573427201,0.000547430633000999
"181","NB","ACJ","leaf_area_cm2","kurtosis","1",9.14114644181701,25.7663234559266,-7.48403057229263
"182","NB","ACJ","leaf_area_cm2","kurtosis","2",0.881704873588938,3.51827345043416,-1.75486370325628
"183","NB","ACJ","leaf_area_cm2","kurtosis","3",-0.792752675963564,-0.109378844038779,-1.47612650788835
"184","NB","ACJ","leaf_area_cm2","kurtosis","4",-1.29100974519254,-1.1065240938051,-1.47549539657997
"185","NB","ACJ","leaf_area_cm2","kurtosis","5",0.207368867922599,1.23057909542522,-0.815841359580026
"186","NB","ACJ","leaf_area_cm2","mean","1",10.604196558893,12.4747182525734,8.73367486521257
"187","NB","ACJ","leaf_area_cm2","mean","2",6.22441820318056,7.82920128817331,4.61963511818781
"188","NB","ACJ","leaf_area_cm2","mean","3",14.0782018991667,17.4467252520028,10.7096785463305
"189","NB","ACJ","leaf_area_cm2","mean","4",16.9829728269583,21.6104021463022,12.3555435076144
"190","NB","ACJ","leaf_area_cm2","mean","5",11.2231335727222,13.4577954315505,8.98847171389395
"191","NB","ACJ","leaf_area_cm2","skewness","1",1.899786754501,3.54018999292387,0.259383516078134
"192","NB","ACJ","leaf_area_cm2","skewness","2",1.03656776445477,1.81376743731232,0.25936809159722
"193","NB","ACJ","leaf_area_cm2","skewness","3",0.465942602404384,0.775707595753577,0.15617760905519
"194","NB","ACJ","leaf_area_cm2","skewness","4",-0.251773217113143,-0.0771740852640144,-0.426372348962271
"195","NB","ACJ","leaf_area_cm2","skewness","5",1.03703312534867,1.50326272376587,0.570803526931476
"196","NB","ACJ","leaf_area_cm2","variance","1",139.906922604265,188.261565770489,91.5522794380409
"197","NB","ACJ","leaf_area_cm2","variance","2",22.1215924472529,32.119125855218,12.1240590392877
"198","NB","ACJ","leaf_area_cm2","variance","3",112.852998243451,158.387535736552,67.3184607503489
"199","NB","ACJ","leaf_area_cm2","variance","4",116.060396488174,169.105717535367,63.0150754409799
"200","NB","ACJ","leaf_area_cm2","variance","5",87.0156841155624,132.165044410585,41.8663238205402
"201","NB","ACJ","leaf_thickness_mm","kurtosis","1",1.74759906071596,4.93942879579642,-1.44423067436449
"202","NB","ACJ","leaf_thickness_mm","kurtosis","2",-0.152103773941227,0.981258596093952,-1.28546614397641
"203","NB","ACJ","leaf_thickness_mm","kurtosis","3",-0.0389631639371038,0.967507484602438,-1.04543381247665
"204","NB","ACJ","leaf_thickness_mm","kurtosis","4",1.08766855931637,1.63779453427436,0.537542584358373
"205","NB","ACJ","leaf_thickness_mm","kurtosis","5",2.25409269325603,5.30464182835896,-0.796456441846891
"206","NB","ACJ","leaf_thickness_mm","mean","1",0.340357861111111,0.360267307451927,0.320448414770295
"207","NB","ACJ","leaf_thickness_mm","mean","2",0.329237436111111,0.397091372628219,0.261383499594003
"208","NB","ACJ","leaf_thickness_mm","mean","3",0.306466323888889,0.342190090447261,0.270742557330517
"209","NB","ACJ","leaf_thickness_mm","mean","4",0.316686477777778,0.356630906021059,0.276742049534496
"210","NB","ACJ","leaf_thickness_mm","mean","5",0.330955358333333,0.363199445149089,0.298711271517577
"211","NB","ACJ","leaf_thickness_mm","skewness","1",0.0981150988141108,0.692763375269513,-0.496533177641291
"212","NB","ACJ","leaf_thickness_mm","skewness","2",0.416534898305346,1.34808640402034,-0.515016607409647
"213","NB","ACJ","leaf_thickness_mm","skewness","3",-0.393973557573678,0.203298882825504,-0.991245997972861
"214","NB","ACJ","leaf_thickness_mm","skewness","4",0.45674842563318,0.847229362572852,0.0662674886935069
"215","NB","ACJ","leaf_thickness_mm","skewness","5",0.301260553968544,1.25358540602334,-0.651064298086254
"216","NB","ACJ","leaf_thickness_mm","variance","1",0.0117715796643123,0.0141184867449313,0.00942467258369333
"217","NB","ACJ","leaf_thickness_mm","variance","2",0.0129988974950168,0.0190449776662911,0.00695281732374245
"218","NB","ACJ","leaf_thickness_mm","variance","3",0.00432681284881956,0.0048345546453382,0.00381907105230092
"219","NB","ACJ","leaf_thickness_mm","variance","4",0.00552991524460264,0.00715891470324475,0.00390091578596054
"220","NB","ACJ","leaf_thickness_mm","variance","5",0.00450518208206309,0.00652073259552714,0.00248963156859905
"221","NB","ACJ","plant_height_cm","kurtosis","1",-0.490311304832703,0.290588184928856,-1.27121079459426
"222","NB","ACJ","plant_height_cm","kurtosis","2",0.148961274499253,0.561948313716959,-0.264025764718453
"223","NB","ACJ","plant_height_cm","kurtosis","3",0.536885897733739,2.33791704177473,-1.26414524630725
"224","NB","ACJ","plant_height_cm","kurtosis","4",2.10253269513127,3.2157139783823,0.989351411880243
"225","NB","ACJ","plant_height_cm","kurtosis","5",-0.714681652993418,-0.0132955546923226,-1.41606775129451
"226","NB","ACJ","plant_height_cm","mean","1",40.4140220833333,45.2402291429026,35.5878150237641
"227","NB","ACJ","plant_height_cm","mean","2",37.5674104166667,41.2458011869075,33.8890196464258
"228","NB","ACJ","plant_height_cm","mean","3",42.4424025,47.171701293183,37.713103706817
"229","NB","ACJ","plant_height_cm","mean","4",44.0947983333333,55.5496292853988,32.6399673812678
"230","NB","ACJ","plant_height_cm","mean","5",37.507,44.7929461695199,30.2210538304801
"231","NB","ACJ","plant_height_cm","skewness","1",-0.677795714584412,-0.414435270853084,-0.94115615831574
"232","NB","ACJ","plant_height_cm","skewness","2",-0.236934146443259,-0.0136365871115569,-0.460231705774961
"233","NB","ACJ","plant_height_cm","skewness","3",-0.483224177654686,0.182839236105118,-1.14928759141449
"234","NB","ACJ","plant_height_cm","skewness","4",-1.41694481686892,-1.25366280855602,-1.58022682518183
"235","NB","ACJ","plant_height_cm","skewness","5",0.49892082672809,0.913347677979802,0.0844939754763785
"236","NB","ACJ","plant_height_cm","variance","1",415.099099399812,593.787055187051,236.411143612572
"237","NB","ACJ","plant_height_cm","variance","2",163.287689032559,217.943183602243,108.632194462874
"238","NB","ACJ","plant_height_cm","variance","3",167.521789595896,249.16367456136,85.8799046304327
"239","NB","ACJ","plant_height_cm","variance","4",153.878454662479,242.859320706374,64.8975886185841
"240","NB","ACJ","plant_height_cm","variance","5",260.092635109715,310.371612797122,209.813657422308
"241","NB","ACJ","sla_cm2_g","kurtosis","1",14.2846830130241,23.3888814701653,5.18048455588299
"242","NB","ACJ","sla_cm2_g","kurtosis","2",2.42417364759548,5.27354595498153,-0.425198659790571
"243","NB","ACJ","sla_cm2_g","kurtosis","3",2.38587587749728,6.16568162984662,-1.39392987485205
"244","NB","ACJ","sla_cm2_g","kurtosis","4",2.18470096777273,4.94866330482029,-0.579261369274828
"245","NB","ACJ","sla_cm2_g","kurtosis","5",1.8112946365428,3.43304909601808,0.189540177067513
"246","NB","ACJ","sla_cm2_g","mean","1",75.9260387142678,81.5834076896491,70.2686697388865
"247","NB","ACJ","sla_cm2_g","mean","2",61.1523867718957,62.853107847552,59.4516656962393
"248","NB","ACJ","sla_cm2_g","mean","3",64.1886678134157,65.3809429585777,62.9963926682537
"249","NB","ACJ","sla_cm2_g","mean","4",62.6109190486845,67.1802796626032,58.0415584347657
"250","NB","ACJ","sla_cm2_g","mean","5",60.4120820280665,63.5138263119787,57.3103377441544
"251","NB","ACJ","sla_cm2_g","skewness","1",3.07746464525776,4.13410646240868,2.02082282810684
"252","NB","ACJ","sla_cm2_g","skewness","2",0.920002588616531,1.46125183041707,0.378753346815992
"253","NB","ACJ","sla_cm2_g","skewness","3",0.765013540047827,1.30529182413227,0.224735255963385
"254","NB","ACJ","sla_cm2_g","skewness","4",-0.259148042894291,0.663907719268749,-1.18220380505733
"255","NB","ACJ","sla_cm2_g","skewness","5",-0.540246804010705,0.300797829028521,-1.38129143704993
"256","NB","ACJ","sla_cm2_g","variance","1",1582.22402632119,2117.94299196964,1046.50506067275
"257","NB","ACJ","sla_cm2_g","variance","2",329.92002628263,397.575849981482,262.264202583778
"258","NB","ACJ","sla_cm2_g","variance","3",236.776693119659,322.862169150296,150.691217089021
"259","NB","ACJ","sla_cm2_g","variance","4",137.663024947826,175.664411581372,99.6616383142802
"260","NB","ACJ","sla_cm2_g","variance","5",106.755214173644,127.938316379444,85.5721119678442
"261","NB","ACJ","wet_mass_g","kurtosis","1",37.7407325009878,73.4067105744571,2.07475442751837
"262","NB","ACJ","wet_mass_g","kurtosis","2",0.597251827214272,2.34637018128946,-1.15186652686092
"263","NB","ACJ","wet_mass_g","kurtosis","3",-0.439121554487879,0.489258034943666,-1.36750114391942
"264","NB","ACJ","wet_mass_g","kurtosis","4",-1.00405209755838,-0.649709132572915,-1.35839506254384
"265","NB","ACJ","wet_mass_g","kurtosis","5",0.830329929603481,1.79096182886155,-0.130301969654591
"266","NB","ACJ","wet_mass_g","mean","1",0.367270601830712,0.440818861289799,0.293722342371625
"267","NB","ACJ","wet_mass_g","mean","2",0.224682343333333,0.26103910875925,0.188325577907417
"268","NB","ACJ","wet_mass_g","mean","3",0.4375032375,0.508744556311762,0.366261918688238
"269","NB","ACJ","wet_mass_g","mean","4",0.541411541041667,0.724687639782356,0.358135442300978
"270","NB","ACJ","wet_mass_g","mean","5",0.363820265277778,0.455782856814834,0.271857673740722
"271","NB","ACJ","wet_mass_g","skewness","1",4.37009509664638,7.36969942654533,1.37049076674743
"272","NB","ACJ","wet_mass_g","skewness","2",0.831236301808775,1.26997781479495,0.392494788822603
"273","NB","ACJ","wet_mass_g","skewness","3",0.778299440033783,1.17591266316203,0.380686216905541
"274","NB","ACJ","wet_mass_g","skewness","4",0.0746112518368203,0.263505009911923,-0.114282506238282
"275","NB","ACJ","wet_mass_g","skewness","5",1.16698874243484,1.73226503330087,0.601712451568812
"276","NB","ACJ","wet_mass_g","variance","1",0.275756642108823,0.440352226791562,0.111161057426083
"277","NB","ACJ","wet_mass_g","variance","2",0.0254880525115146,0.0343530480786105,0.0166230569444187
"278","NB","ACJ","wet_mass_g","variance","3",0.118973294115316,0.143975645842443,0.0939709423881896
"279","NB","ACJ","wet_mass_g","variance","4",0.137707963576357,0.228248303006092,0.047167624146622
"280","NB","ACJ","wet_mass_g","variance","5",0.102365856671656,0.174092176421523,0.0306395369217888
"281","C","QUE","dry_mass_g","kurtosis","1",15.2508966742901,22.4861493826506,8.01564396592966
"282","C","QUE","dry_mass_g","kurtosis","2",13.684499970677,21.3577366949798,6.01126324637417
"283","C","QUE","dry_mass_g","kurtosis","3",10.6928570670101,20.6928251141869,0.692889019833173
"284","C","QUE","dry_mass_g","kurtosis","4",19.2380387447662,39.0868746404438,-0.610797150911534
"285","C","QUE","dry_mass_g","kurtosis","5",3.73177305337911,6.40692727201879,1.05661883473944
"286","C","QUE","dry_mass_g","mean","1",0.0167047341146601,0.0198739176892543,0.0135355505400658
"287","C","QUE","dry_mass_g","mean","2",0.0202800417311814,0.0240355938088772,0.0165244896534856
"288","C","QUE","dry_mass_g","mean","3",0.0268179068044925,0.0292829135938029,0.0243529000151822
"289","C","QUE","dry_mass_g","mean","4",0.0203141170053073,0.0267395739987063,0.0138886600119082
"290","C","QUE","dry_mass_g","mean","5",0.0269122603887301,0.0309323573466908,0.0228921634307695
"291","C","QUE","dry_mass_g","skewness","1",3.42901814224195,4.11812360836797,2.73991267611594
"292","C","QUE","dry_mass_g","skewness","2",2.98566987791433,3.72028714244896,2.2510526133797
"293","C","QUE","dry_mass_g","skewness","3",2.71441635748383,3.79876732705484,1.63006538791283
"294","C","QUE","dry_mass_g","skewness","4",3.36899403148936,5.11630730271599,1.62168076026273
"295","C","QUE","dry_mass_g","skewness","5",1.95194329285564,2.37715895101674,1.52672763469453
"296","C","QUE","dry_mass_g","variance","1",0.000543348847115377,0.000755650125672458,0.000331047568558296
"297","C","QUE","dry_mass_g","variance","2",0.000473736260762381,0.000670324796514778,0.000277147725009984
"298","C","QUE","dry_mass_g","variance","3",0.000636784837174495,0.000868447839088021,0.000405121835260969
"299","C","QUE","dry_mass_g","variance","4",0.000556836093593292,0.0009977954977973,0.000115876689389284
"300","C","QUE","dry_mass_g","variance","5",0.000894703428796883,0.00108238411917512,0.000707022738418648
"301","C","QUE","ldmc","kurtosis","1",-1.07464828154991,-0.893930537266408,-1.25536602583341
"302","C","QUE","ldmc","kurtosis","2",-0.347352220770564,-0.0192540348121491,-0.675450406728979
"303","C","QUE","ldmc","kurtosis","3",-0.157106116071977,0.451605602223073,-0.765817834367026
"304","C","QUE","ldmc","kurtosis","4",0.710068444517834,1.91981024735319,-0.499673358317521
"305","C","QUE","ldmc","kurtosis","5",-1.03390192883522,-0.875319459019642,-1.1924843986508
"306","C","QUE","ldmc","mean","1",0.577851549152088,0.620457293770402,0.535245804533774
"307","C","QUE","ldmc","mean","2",0.532673794698812,0.547859349377585,0.517488240020039
"308","C","QUE","ldmc","mean","3",0.567455307155319,0.583184105389146,0.551726508921492
"309","C","QUE","ldmc","mean","4",0.63387166202907,0.68123935070803,0.586503973350109
"310","C","QUE","ldmc","mean","5",0.537609537335902,0.552317661586115,0.522901413085689
"311","C","QUE","ldmc","skewness","1",-0.0960382472314103,0.156748686768679,-0.3488251812315
"312","C","QUE","ldmc","skewness","2",-0.167018353264208,-0.0072818992755258,-0.326754807252889
"313","C","QUE","ldmc","skewness","3",-0.444968660655559,-0.2097835478365,-0.680153773474618
"314","C","QUE","ldmc","skewness","4",-0.804621786126947,-0.358695340207441,-1.25054823204645
"315","C","QUE","ldmc","skewness","5",0.0325814188153476,0.156064037075081,-0.0909011994443863
"316","C","QUE","ldmc","variance","1",0.0439598042144999,0.0484246005843698,0.03949500784463
"317","C","QUE","ldmc","variance","2",0.0325601172954803,0.0381927194748857,0.026927515116075
"318","C","QUE","ldmc","variance","3",0.0260387470423837,0.0325087318237983,0.0195687622609691
"319","C","QUE","ldmc","variance","4",0.0276299285982092,0.0354986364769247,0.0197612207194937
"320","C","QUE","ldmc","variance","5",0.0393361762669706,0.0426522983602307,0.0360200541737105
"321","C","QUE","leaf_area_cm2","kurtosis","1",11.0270496399538,14.5515728012529,7.50252647865477
"322","C","QUE","leaf_area_cm2","kurtosis","2",18.9619255143078,28.8659346179357,9.05791641067999
"323","C","QUE","leaf_area_cm2","kurtosis","3",12.5477528340294,22.0796916142422,3.01581405381656
"324","C","QUE","leaf_area_cm2","kurtosis","4",16.86762722977,33.3517555783614,0.383498881178593
"325","C","QUE","leaf_area_cm2","kurtosis","5",5.80040812133605,9.51939613334662,2.08142010932547
"326","C","QUE","leaf_area_cm2","mean","1",1.49965074557739,1.72097655528797,1.27832493586682
"327","C","QUE","leaf_area_cm2","mean","2",1.42942169882984,1.67986339404447,1.1789800036152
"328","C","QUE","leaf_area_cm2","mean","3",1.79879780598064,2.02890737353318,1.5686882384281
"329","C","QUE","leaf_area_cm2","mean","4",1.60397065887942,2.16133663232224,1.0466046854366
"330","C","QUE","leaf_area_cm2","mean","5",1.80211510507884,2.18330942700387,1.42092078315381
"331","C","QUE","leaf_area_cm2","skewness","1",3.06207196972882,3.45257408095161,2.67156985850603
"332","C","QUE","leaf_area_cm2","skewness","2",3.92939365896615,4.72466648790816,3.13412083002414
"333","C","QUE","leaf_area_cm2","skewness","3",3.1824694716998,4.32025548541174,2.04468345798786
"334","C","QUE","leaf_area_cm2","skewness","4",3.11405390049293,4.71084836007005,1.51725944091582
"335","C","QUE","leaf_area_cm2","skewness","5",2.16885759691885,2.64671207470083,1.69100311913687
"336","C","QUE","leaf_area_cm2","variance","1",4.19976719545884,5.74450360508738,2.6550307858303
"337","C","QUE","leaf_area_cm2","variance","2",2.96313449572733,4.28532459988375,1.64094439157091
"338","C","QUE","leaf_area_cm2","variance","3",3.50882535617488,5.01121482405575,2.00643588829402
"339","C","QUE","leaf_area_cm2","variance","4",3.10699834640967,6.05697491290954,0.157021779909804
"340","C","QUE","leaf_area_cm2","variance","5",3.43757197160898,5.46650277740587,1.40864116581209
"341","C","QUE","leaf_thickness_mm","kurtosis","1",2.27378284204409,5.01733878104906,-0.469773096960878
"342","C","QUE","leaf_thickness_mm","kurtosis","2",0.509847453057973,2.34422149613086,-1.32452659001492
"343","C","QUE","leaf_thickness_mm","kurtosis","3",1.75214036602778,3.12475105828552,0.379529673770049
"344","C","QUE","leaf_thickness_mm","kurtosis","4",2.60225443135611,6.01744040471632,-0.812931542004089
"345","C","QUE","leaf_thickness_mm","kurtosis","5",0.367168212723793,1.62707410627384,-0.892737680826251
"346","C","QUE","leaf_thickness_mm","mean","1",0.250034716666667,0.263882963085782,0.236186470247552
"347","C","QUE","leaf_thickness_mm","mean","2",0.305950955555556,0.312356720054248,0.299545191056863
"348","C","QUE","leaf_thickness_mm","mean","3",0.301188241666667,0.308752278952355,0.293624204380978
"349","C","QUE","leaf_thickness_mm","mean","4",0.242438238888889,0.255015370637284,0.229861107140494
"350","C","QUE","leaf_thickness_mm","mean","5",0.292637208333333,0.307385737409267,0.2778886792574
"351","C","QUE","leaf_thickness_mm","skewness","1",0.91610548742997,1.36171392671474,0.470497048145204
"352","C","QUE","leaf_thickness_mm","skewness","2",0.359486969960999,0.763415545187724,-0.0444416052657263
"353","C","QUE","leaf_thickness_mm","skewness","3",0.858605468666477,1.45584189856469,0.261369038768268
"354","C","QUE","leaf_thickness_mm","skewness","4",1.32721177070613,1.94166535334349,0.712758188068772
"355","C","QUE","leaf_thickness_mm","skewness","5",0.801576063866126,1.11512405105239,0.488028076679865
"356","C","QUE","leaf_thickness_mm","variance","1",0.0071121034061139,0.00872283961353252,0.00550136719869528
"357","C","QUE","leaf_thickness_mm","variance","2",0.007287860147748,0.00850095660843438,0.00607476368706162
"358","C","QUE","leaf_thickness_mm","variance","3",0.0122733100510004,0.0180825853045845,0.00646403479741627
"359","C","QUE","leaf_thickness_mm","variance","4",0.00905153951385632,0.011956290849635,0.00614678817807764
"360","C","QUE","leaf_thickness_mm","variance","5",0.0119085169081379,0.0145818412698032,0.00923519254647267
"361","C","QUE","plant_height_cm","kurtosis","1",-0.121797043457237,0.826622102187935,-1.07021618910241
"362","C","QUE","plant_height_cm","kurtosis","2",-1.54549711490762,-1.33819719644811,-1.75279703336714
"363","C","QUE","plant_height_cm","kurtosis","3",-1.08950863745736,-0.156205810859362,-2.02281146405535
"364","C","QUE","plant_height_cm","kurtosis","4",-1.03791188027143,-0.64787337140251,-1.42795038914034
"365","C","QUE","plant_height_cm","kurtosis","5",-0.92967140859959,-0.390967553478014,-1.46837526372117
"366","C","QUE","plant_height_cm","mean","1",10.5153241666667,11.1620338627831,9.8686144705502
"367","C","QUE","plant_height_cm","mean","2",13.4632425,15.5218114380161,11.4046735619839
"368","C","QUE","plant_height_cm","mean","3",14.8138758333333,17.4195781726527,12.2081734940139
"369","C","QUE","plant_height_cm","mean","4",11.1419583333333,12.5353560380596,9.74856062860706
"370","C","QUE","plant_height_cm","mean","5",9.86666833333333,11.3388574206038,8.39447924606283
"371","C","QUE","plant_height_cm","skewness","1",0.532304525114551,0.704247188573126,0.360361861655977
"372","C","QUE","plant_height_cm","skewness","2",-0.192674652394295,0.212239493986026,-0.597588798774616
"373","C","QUE","plant_height_cm","skewness","3",-0.411900789291759,0.256769737280078,-1.0805713158636
"374","C","QUE","plant_height_cm","skewness","4",0.680039757326156,1.04221763500845,0.317861879643859
"375","C","QUE","plant_height_cm","skewness","5",0.717799073112538,1.05272860789688,0.382869538328201
"376","C","QUE","plant_height_cm","variance","1",39.9918521386097,55.168754298627,24.8149499785925
"377","C","QUE","plant_height_cm","variance","2",80.920078131072,85.502851342789,76.3373049193551
"378","C","QUE","plant_height_cm","variance","3",66.8420440582077,77.9004757765401,55.7836123398753
"379","C","QUE","plant_height_cm","variance","4",55.0434617386935,58.7644537018045,51.3224697755824
"380","C","QUE","plant_height_cm","variance","5",62.6310750678392,70.6589079373632,54.6032421983152
"381","C","QUE","sla_cm2_g","kurtosis","1",2.13105591673991,7.64883854304242,-3.3867267095626
"382","C","QUE","sla_cm2_g","kurtosis","2",4.74141422756633,14.972929525862,-5.49010107072937
"383","C","QUE","sla_cm2_g","kurtosis","3",21.2383944659821,42.1992443466686,0.277544585295736
"384","C","QUE","sla_cm2_g","kurtosis","4",18.357546138283,51.1920746959315,-14.4769824193655
"385","C","QUE","sla_cm2_g","kurtosis","5",8.15344290442884,25.7640725068387,-9.45718669798107
"386","C","QUE","sla_cm2_g","mean","1",98.5495605342106,102.422175060173,94.6769460082479
"387","C","QUE","sla_cm2_g","mean","2",87.2884805261265,94.4112934354003,80.1656676168528
"388","C","QUE","sla_cm2_g","mean","3",77.2659946142811,85.6405207742636,68.8914684542987
"389","C","QUE","sla_cm2_g","mean","4",89.4370483709429,92.8827667447731,85.9913299971127
"390","C","QUE","sla_cm2_g","mean","5",83.4158181480997,86.1262751576396,80.7053611385598
"391","C","QUE","sla_cm2_g","skewness","1",1.09931759542398,1.73700952774333,0.461625663104629
"392","C","QUE","sla_cm2_g","skewness","2",1.57520211439296,2.59709033313974,0.553313895646192
"393","C","QUE","sla_cm2_g","skewness","3",3.42341433699976,5.24191804807503,1.6049106259245
"394","C","QUE","sla_cm2_g","skewness","4",2.04683993831625,5.13105107981695,-1.03737120318445
"395","C","QUE","sla_cm2_g","skewness","5",1.67894369913883,3.30103631847765,0.0568510798000059
"396","C","QUE","sla_cm2_g","variance","1",1631.31250255303,1952.20287808641,1310.42212701964
"397","C","QUE","sla_cm2_g","variance","2",1701.37018151524,2238.23825458095,1164.50210844952
"398","C","QUE","sla_cm2_g","variance","3",1626.73395469799,2814.97070625972,438.497203136254
"399","C","QUE","sla_cm2_g","variance","4",1263.16901592662,2246.90960891229,279.428422940935
"400","C","QUE","sla_cm2_g","variance","5",1286.34920791538,1811.89512499544,760.803290835322
"401","C","QUE","wet_mass_g","kurtosis","1",27.8153934686387,46.5839989593366,9.04678797794081
"402","C","QUE","wet_mass_g","kurtosis","2",30.6386018855657,51.1366187614906,10.1405850096408
"403","C","QUE","wet_mass_g","kurtosis","3",16.1850399405788,28.8748124977865,3.49526738337118
"404","C","QUE","wet_mass_g","kurtosis","4",35.0473388595448,69.2705773018124,0.824100417277243
"405","C","QUE","wet_mass_g","kurtosis","5",8.22818787034051,14.4463407281794,2.01003501250165
"406","C","QUE","wet_mass_g","mean","1",0.0417960449904089,0.0505270912942229,0.0330649986865949
"407","C","QUE","wet_mass_g","mean","2",0.0461468596066451,0.0558563459777925,0.0364373732354977
"408","C","QUE","wet_mass_g","mean","3",0.065029817104409,0.0769057541928437,0.0531538800159743
"409","C","QUE","wet_mass_g","mean","4",0.0477736285772662,0.0688558714526688,0.0266913857018636
"410","C","QUE","wet_mass_g","mean","5",0.0701022211307489,0.0804000302206055,0.0598044120408923
"411","C","QUE","wet_mass_g","skewness","1",4.57525978317681,5.88482935348641,3.26569021286721
"412","C","QUE","wet_mass_g","skewness","2",4.90196535640327,6.27827715890458,3.52565355390196
"413","C","QUE","wet_mass_g","skewness","3",3.60652522281287,4.88416027136859,2.32889017425714
"414","C","QUE","wet_mass_g","skewness","4",4.94616396763783,7.30409687518122,2.58823106009444
"415","C","QUE","wet_mass_g","skewness","5",2.6904813644213,3.32806530774936,2.05289742109323
"416","C","QUE","wet_mass_g","variance","1",0.00646106693722517,0.00985274280498384,0.0030693910694665
"417","C","QUE","wet_mass_g","variance","2",0.00600298499931442,0.00914073984465329,0.00286523015397556
"418","C","QUE","wet_mass_g","variance","3",0.00995489104319298,0.0140423862724184,0.00586739581396753
"419","C","QUE","wet_mass_g","variance","4",0.00985181647481976,0.0174690152385162,0.00223461771112332
"420","C","QUE","wet_mass_g","variance","5",0.0115849014243858,0.0149921524125331,0.00817765043623846
"421","NB","QUE","dry_mass_g","kurtosis","1",7.0946283347515,10.3542553728284,3.83500129667462
"422","NB","QUE","dry_mass_g","kurtosis","2",2.96189142323271,4.02675751019733,1.89702533626808
"423","NB","QUE","dry_mass_g","kurtosis","3",-0.0369738766356661,0.43088190788796,-0.504829661159293
"424","NB","QUE","dry_mass_g","kurtosis","4",11.5159207386489,16.6184263050412,6.41341517225654
"425","NB","QUE","dry_mass_g","kurtosis","5",2.75685953259612,5.75222955163566,-0.23851048644341
"426","NB","QUE","dry_mass_g","mean","1",0.0141993373666667,0.015685020448962,0.0127136542843714
"427","NB","QUE","dry_mass_g","mean","2",0.0291156601309524,0.0318172973582659,0.0264140229036389
"428","NB","QUE","dry_mass_g","mean","3",0.0221106207333333,0.0235113599067927,0.020709881559874
"429","NB","QUE","dry_mass_g","mean","4",0.0308592093333333,0.0349307058524197,0.026787712814247
"430","NB","QUE","dry_mass_g","mean","5",0.0194216992916667,0.0209628563505877,0.0178805422327456
"431","NB","QUE","dry_mass_g","skewness","1",2.62492445048744,3.01911830009765,2.23073060087724
"432","NB","QUE","dry_mass_g","skewness","2",1.70372496808449,1.91303495656208,1.4944149796069
"433","NB","QUE","dry_mass_g","skewness","3",1.09340143098409,1.24095658936989,0.945846272598287
"434","NB","QUE","dry_mass_g","skewness","4",3.51576826736765,4.08009802561306,2.95143850912225
"435","NB","QUE","dry_mass_g","skewness","5",1.76401358013753,2.14836238335436,1.3796647769207
"436","NB","QUE","dry_mass_g","variance","1",0.000433248808408111,0.000523711786920162,0.000342785829896059
"437","NB","QUE","dry_mass_g","variance","2",0.00127319451601315,0.00150210518255828,0.00104428384946803
"438","NB","QUE","dry_mass_g","variance","3",0.000331780035160026,0.000366368662358029,0.000297191407962022
"439","NB","QUE","dry_mass_g","variance","4",0.00358393159098324,0.00443176120749556,0.00273610197447092
"440","NB","QUE","dry_mass_g","variance","5",0.000550442185902127,0.000638236001403105,0.000462648370401149
