ID,Day,Site,Genus,Species,Project,Experiment,Plot_ID,Individual_nr,Leaf_nr,Plant_Height_cm,Plant_Length_cm,Bulk_nr_leaves,Length_cm,Wet_Mass_g,Leaf_Thickness_1_mm,Leaf_Thickness_2_mm,Leaf_Thickness_3_mm,Remark,LeafArea_cm2,nLeafScan
APJ5344,14,TRE,Gaultheria,glomerata,T,C,1,1,4,4.7,NA,1,NA,0.04,411,436,423,NA,1.288,1
CNG5770,14,TRE,Vaccinium,floribundum,T,C,5,2,1,5.7,NA,5,NA,94,438,387,356,NA,2.913,5
CIC5733,14,TRE,Vaccinium,floribundum,T,C,4,2,4,21,NA,5,NA,0.09,0.39,388,356,NA,2.693,5
APA0204,14,TRE,Halenia,umbellata,T,C,4,1,1,10,NA,1,NA,43,278,261,263,NA,1.576,1
BVE8215,14,TRE,Vaccinium,floribundum,T,C,4,1,2,20,NA,5,NA,58,328,382,364,NA,1.791,5
AYH7143,14,TRE,Lachemilla,orbiculata,T,C,5,2,4,3.8,NA,1,NA,101,227,206,238,NA,2.866,1
CQA1732,14,TRE,Rhynchospora,macrochaeta,T,C,3,1,4,21,29,2,NA,236,296,291,303,NA,9.605,2
AYB2119,14,TRE,Vaccinium,floribundum,T,C,2,2,2,7,NA,5,NA,59,392,411,395,NA,1.838,5
AYC0583,14,TRE,Vaccinium,floribundum,T,C,2,2,3,7,NA,5,NA,54,409,367,0.42,NA,1.839,6
CMF3497,14,TRE,Gaultheria,glomerata,T,C,2,1,5,8,NA,3,NA,77,498,508,509,NA,1.902,3
CHU2037,14,TRE,Gaultheria,glomerata,T,C,4,1,4,14,NA,6,NA,96,378,391,435,NA,6.082,6
CJZ6289,14,TRE,Vaccinium,floribundum,T,C,3,1,2,11,NA,5,NA,56,267,303,335,NA,2.325,6
CLI2719,14,TRE,Pernettya,prostrata,T,BB,2,2,NA,2,NA,5,NA,178,393,392,375,NA,54.030.000.000.000.000,7
CHQ3814,14,TRE,Gaultheria,glomerata,T,C,4,1,3,14,NA,6,NA,53,358,0.34,359,NA,3.744,6
APN9462,14,QUE,Paspalum,bonplandianum,S,NA,NA,3,NA,NA,NA,12,NA,315,112,103,111,NA,10.861,12
CNQ6002,14,TRE,Halenia,umbellata,T,C,2,1,2,7,NA,1,NA,41,202,0.2,175,NA,1.802,1
CDN2228,13,WAY,Paspalum,bonplandianum,T,C,4,1,3,9.5,9.8,2,NA,33,194,231,222,NA,21.439.999.999.999.900,2
BUG0215,13,WAY,Paspalum,bonplandianum,T,C,2,1,1,17,18.5,3,NA,57,95,111,105,NA,5.222,3
CFP4042,13,WAY,Lachemilla,orbiculata,T,C,1,2,2,7.5,NA,3,NA,153,NA,NA,NA,Leaf was found missing at the leaf thickness stage,3.401,3
CAT5640,13,WAY,Halenia,umbellata,T,C,3,2,5,5.3,NA,1,NA,0.02,135,137,127,NA,1.147,5
AJQ7521,13,WAY,Halenia,umbellata,T,C,3,2,3,5.3,NA,1,NA,22,182,189,0.19,NA,965,2
AIZ2577,12,QUE,Carex,pygmaea,T,BB,3,2,NA,4.1,NA,3,NA,32,115,117,84,NA,24.259.999.999.999.900,5
CGN1307,13,WAY,Paspalum,bonplandianum,T,C,5,3,2,9,NA,4,NA,35,0.11,122,114,NA,3.211,4
BWB8893,12,QUE,Agrostis,foliata,T,BB,3,1,NA,7,NA,10,NA,82,276,254,219,NA,4.26,13
AYU4285,12,QUE,Vaccinium,floribundum,T,BB,5,1,NA,3.2,NA,5,NA,84,304,282,366,NA,26.310.000.000.000.000,6
AJY0858,12,QUE,Gamochaeta,coarctata,T,BB,1,3,NA,3.5,NA,2,NA,0.02,201,199,147,NA,1.299,4
AWF9650,12,QUE,Oreomyrrhis,andicola,T,BB,1,1,2,3,NA,6,NA,126,122,135,188,NA,4.203,6
AYR2897,12,QUE,Hypericum,andinum,T,BB,5,3,NA,3.3,NA,65,7.5,23,153,138,115,Some leaves are not the greatest but there was not a lot of sample to take from,1.571,65
AJT3939,12,QUE,Gamochaeta,coarctata,T,BB,1,5,NA,2.9,NA,3,NA,0.02,118,214,156,NA,12.930.000.000.000.000,6
CFL6675,13,WAY,Lachemilla,orbiculata,T,C,1,2,3,7.5,NA,3,NA,115,0.51,464,355,NA,2.761,3
CGR1944,13,WAY,Paspalum,bonplandianum,T,C,5,3,1,9,NA,4,NA,45,119,121,105,NA,3.279,4
CBN5899,13,WAY,Lachemilla,orbiculata,T,C,5,2,1,2,NA,5,NA,92,0.2,308,213,NA,2.223,5
CGF5288,13,WAY,Paspalum,bonplandianum,T,C,5,1,1,10,NA,5,NA,25,63,58,71,NA,2.552,5
AJJ8483,13,WAY,Halenia,umbellata,T,C,3,2,4,5.3,NA,1,NA,23,125,138,149,NA,1.255,5
CED4085,13,WAY,Halenia,umbellata,T,C,3,1,1,22,NA,1,NA,64,226,213,219,NA,2.139,2
BWW2337,12,QUE,Luzula,racemosa,T,BB,5,1,NA,8.1,NA,1,NA,86,187,164,168,NA,4.268,1
CAD2699,13,WAY,Gaultheria,glomerata,T,C,2,1,4,13,NA,3,NA,253,464,472,479,NA,55.409.999.999.999.900,3
CAG0238,13,WAY,Gaultheria,glomerata,T,C,2,2,3,18,NA,2,NA,148,403,392,397,Brown spot on leaf,4.362,2
CAE6952,13,WAY,Gaultheria,glomerata,T,C,2,1,5,NA,NA,2,NA,108,413,398,388,NO plant height recorded,32.439.999.999.999.900,2
BUR9600,12,QUE,Agrostis,breviculmis,T,BB,3,3,NA,2,NA,5,NA,8,137,107,114,NA,443,6
AJH6752,13,WAY,Lachemilla,orbiculata,T,C,1,1,1,5.8,NA,5,NA,109,249,211,219,NA,27.800.000.000.000.000,5
CDP3189,13,WAY,Lachemilla,orbiculata,T,C,1,2,3,3.7,NA,1,NA,211,228,221,263,The leaf is sub par multuiple holes and patchy,5.091,1
CDR9450,13,WAY,Lachemilla,orbiculata,T,C,1,1,4,5.8,NA,3,NA,113,237,183,221,NA,3.396,3
AJM5856,13,WAY,Halenia,umbellata,T,C,3,1,5,22,NA,1,NA,49,153,135,179,NA,1.601,2
CDQ3517,13,WAY,Lachemilla,orbiculata,T,C,1,1,2,5.8,NA,1,NA,34,164,161,158,NA,1.557,1
CDU6030,13,WAY,Lachemilla,orbiculata,T,C,1,1,3,5.8,NA,1,NA,108,211,209,196,NA,3.711,1
CDS3004,13,WAY,Lachemilla,orbiculata,T,C,1,2,1,3.7,NA,5,NA,0.19,291,295,305,NA,4.427,5
CAS0411,13,WAY,Lachemilla,orbiculata,T,C,1,1,5,5.8,NA,2,NA,107,247,267,237,NA,3.718,2
CAQ2968,13,WAY,Lachemilla,orbiculata,T,C,2,1,1,5.1,NA,4,NA,0.14,294,221,244,NA,2.633,4
CGI7081,13,WAY,Paspalum,bonplandianum,T,C,5,3,5,9,NA,2,NA,35,87,0.1,0.11,NA,3.018,2
CAR3559,13,WAY,Lachemilla,orbiculata,T,C,2,1,2,5.1,NA,4,NA,82,0.3,243,268,NA,25.469.999.999.999.900,4
BZD4421,13,WAY,Lachemilla,orbiculata,T,C,2,1,4,5.1,NA,3,NA,134,268,207,192,NA,3.504,3
BZC3039,13,WAY,Lachemilla,orbiculata,T,C,2,1,3,5.1,NA,3,NA,132,235,242,243,NA,3.065,3
AJR6847,13,WAY,Halenia,umbellata,T,C,3,1,3,22,NA,1,NA,56,173,191,171,NA,1.712,3
BXS0867,12,QUE,Agrostis,foliata,T,BB,3,2,NA,7,NA,11,NA,52,138,0.13,141,NA,2.661,13
CGV7218,13,WAY,Paspalum,bonplandianum,T,C,5,2,5,12,NA,2,NA,64,119,106,91,Little bit eaten,5.213,2
BZP5734,13,WAY,Paspalum,bonplandianum,T,C,3,2,2,19,31,3,NA,75,132,129,112,NA,6.002,3
ANZ6963,13,WAY,Paspalum,bonplandianum,T,C,5,1,3,10,NA,2,NA,27,48,48,49,NA,2.775,2
BZO2650,13,WAY,Paspalum,bonplandianum,T,C,3,2,3,19,31,2,NA,0.08,123,94,109,NA,5.9,2
AOD6100,13,WAY,Paspalum,bonplandianum,T,C,5,1,4,10,NA,1,NA,29,53,47,68,NA,2.9,1
AQC1263,12,WAY,Gaultheria,glomerata,T,C,4,1,1,10.8,NA,1,NA,37,325,307,297,NA,1.385,1
BZI0031,13,WAY,Lachemilla,orbiculata,T,C,5,2,5,2,NA,6,NA,118,221,239,201,NA,2.855,6
CBI7029,13,WAY,Paspalum,bonplandianum,T,C,1,1,5,10,11.5,1,NA,33,127,136,82,NA,3.063,1
CAF5314,13,WAY,Gaultheria,glomerata,T,C,2,2,1,18,NA,5,NA,45,298,284,0.27,NA,1.652,5
CBO9016,12,QUE,Calamagrostis,tarmensis,T,BB,5,3,NA,13,NA,3,NA,38,255,0.19,206,Rolled - take double area,2.302,4
CDO4494,13,WAY,Lachemilla,orbiculata,T,C,5,2,3,20,NA,8,NA,0.09,245,198,239,NA,2.326,8
CDM3436,13,WAY,Lachemilla,orbiculata,T,C,5,2,2,2,NA,6,NA,102,302,295,261,NA,21.140.000.000.000.000,6
CAI9910,13,WAY,Gaultheria,glomerata,T,C,2,2,2,18,NA,4,NA,146,401,403,397,NA,3.877,4
BUJ1931,12,QUE,Calamagrostis,tarmensis,T,BB,1,2,NA,19,5,6,NA,9,216,203,227,NA,30.460.000.000.000.000,6
AOL7222,12,WAY,Lachemilla,orbiculata,T,C,1,1,2,2.4,NA,2,NA,91,288,297,276,NA,2.827,2
CFM7012,13,WAY,Halenia,umbellata,T,C,1,2,2,11,NA,5,NA,73,239,238,239,NA,2.767,5
CFQ2666,13,WAY,Halenia,umbellata,T,C,1,2,3,11,NA,4,NA,69,261,0.23,283,NA,2.689,4
BUN7653,12,QUE,Calamagrostis,tarmensis,T,BB,1,1,NA,11,NA,5,NA,73,185,174,175,Folded leaves,3.069,5
CEH6579,13,WAY,Lachemilla,orbiculata,T,C,5,1,3,5,NA,5,NA,64,219,197,207,NA,20.789.999.999.999.900,5
BZW7542,13,WAY,Halenia,umbellata,T,C,1,2,5,11,NA,1,NA,78,0.21,235,215,NA,3.014,2
CAZ7924,13,WAY,Lachemilla,orbiculata,T,C,5,1,4,5,NA,5,NA,48,235,0.22,183,NA,2.059,5
ANR7358,13,WAY,Paspalum,bonplandianum,T,C,5,2,2,12,NA,3,NA,44,105,96,125,NA,3.995,3
BUF4137,12,QUE,Luzula,racemosa,T,BB,5,2,NA,5.6,NA,1,NA,35,396,459,395,NA,13.780.000.000.000.000,2
CFX6582,12,WAY,Lachemilla,orbiculata,T,C,1,1,3,2.4,NA,5,NA,104,276,298,299,NA,3.415,5
ATU6733,12,QUE,Oreomyrrhis,andicola,T,BB,1,1,3,3,NA,1,NA,76,168,144,0.53,NA,2.692,1
BZM2666,13,WAY,Paspalum,bonplandianum,T,C,3,2,5,19,31,1,NA,73,127,0.13,96,NA,6.62,1
BZL2942,13,WAY,Paspalum,bonplandianum,T,C,4,2,2,6.5,8,1,NA,0.03,104,118,93,NA,2.415,2
CGB8880,13,WAY,Paspalum,bonplandianum,T,C,5,2,1,12,NA,4,NA,33,111,0.09,0.08,NA,2.787,4
BWT0686,13,WAY,Paspalum,bonplandianum,T,C,4,2,4,6.5,8,1,NA,34,101,138,0.12,NA,2.555,1
BUV5121,12,QUE,Agrostis,breviculmis,T,BB,3,2,NA,3.5,NA,5,NA,8,163,146,129,NA,595,5
CFU4917,13,WAY,Halenia,umbellata,T,C,1,2,4,11,NA,1,NA,78,191,194,0.2,NA,31.020.000.000.000.000,2
BUZ7503,12,QUE,Agrostis,breviculmis,T,BB,3,1,NA,3,NA,5,NA,8,0.14,113,0.16,NA,505,6
BUH6700,13,WAY,Paspalum,bonplandianum,T,C,4,2,5,6.5,8,1,NA,35,72,81,98,NA,2.755,1
CGZ1609,13,WAY,Paspalum,bonplandianum,T,C,5,2,4,12,NA,3,NA,68,129,85,98,NA,5.327.999.999.999.990,3
AXG1693,12,QUE,Calamagrostis,tarmensis,T,BB,1,3,NA,20,NA,5,NA,69,193,209,195,Leaves rolled,2.323,6
BZN7291,13,WAY,Paspalum,bonplandianum,T,C,3,2,4,19,31,1,NA,74,112,118,127,NA,6.408,1
BVT7166,12,QUE,Calamagrostis,tarmensis,T,BB,5,2,NA,12,NA,3,NA,0.03,116,107,109,Leaves rolled,11.039.999.999.999.900,5
ANN4579,12,WAY,Paspalum,bonplandianum,T,C,5,2,3,12,NA,3,NA,39,86,74,116,NA,3.882,3
BWU0902,12,QUE,Calamagrostis,cf. macrophylla,T,BB,1,3,NA,18,NA,5,NA,96,0.16,181,246,Leaves rolled,2.905,5
BWQ1330,12,QUE,Calamagrostis,cf. macrophylla,T,BB,1,2,NA,12.9,NA,5,NA,0.04,131,144,115,Leaves rolled,16.239.999.999.999.900,8
BWM3403,12,QUE,Calamagrostis,cf. macrophylla,T,BB,1,1,NA,15,NA,6,NA,45,126,122,123,Leaves rolled,1.78,8
CDG8261,13,WAY,Halenia,umbellata,T,C,5,2,1,8.5,NA,1,NA,44,237,213,258,NA,1.942,1
BYI3448,13,WAY,Halenia,umbellata,T,C,2,4,1,15,NA,1,NA,45,148,166,158,NA,2.338,1
CCV5947,13,WAY,Halenia,umbellata,T,C,4,2,1,11.5,NA,1,NA,27,155,168,158,Leaf is uncharacteristically spotty,1.163,1
CCR6812,13,WAY,Halenia,umbellata,T,C,4,2,2,11.5,NA,1,NA,22,182,178,155,Leaf is uncharacteristically spotty,1.042,1
CCS1695,13,WAY,Gaultheria,glomerata,T,C,5,1,5,8.1,NA,1,NA,45,366,327,352,NA,1.454,1
BYM2497,13,WAY,Halenia,umbellata,T,C,2,4,5,15,NA,1,NA,0.06,162,188,174,"Minor nibbles on margin. Got stuck on tape during scanning, lost parts of the leaf.",2.954,1
CAJ1115,13,WAY,Lachemilla,orbiculata,T,C,3,1,2,2.8,NA,1,NA,69,265,199,171,NA,2.032,1
CCJ0794,13,WAY,Halenia,umbellata,T,C,4,2,4,11.5,NA,1,NA,28,141,166,137,Leaf is uncharacteristically spotty,1.145,1
CCF5239,13,WAY,Halenia,umbellata,T,C,4,2,5,11.5,NA,1,NA,21,167,162,113,Leaf is uncharacteristically spotty,951,1
AJN5736,13,WAY,Lachemilla,orbiculata,T,C,3,1,1,28,NA,2,NA,71,214,215,0.2,NA,23.320.000.000.000.000,2
BZF1621,13,WAY,Lachemilla,orbiculata,T,C,2,2,1,5.2,NA,1,NA,35,181,202,192,NA,1.28,1
BZB2183,13,WAY,Lachemilla,orbiculata,T,C,2,2,2,5.2,NA,1,NA,35,221,197,199,NA,1.297,1
BZV5431,13,WAY,Lachemilla,orbiculata,T,C,4,2,3,3.7,NA,7,NA,0.05,395,224,268,NA,14.060.000.000.000.000,7
AJU4056,13,WAY,Paspalum,bonplandianum,T,C,2,2,5,12,12.5,2,NA,48,77,61,42,NA,4.550.999.999.999.990,2
AOP1817,13,WAY,Lachemilla,orbiculata,T,C,1,1,1,2.4,NA,2,NA,92,245,223,348,NA,26.599.999.999.999.900,2
CDY9931,13,WAY,Paspalum,bonplandianum,T,C,2,1,5,17,18.5,3,NA,41,86,92,108,Around 0.6cm nibble was had,3.883,3
CGY4377,13,WAY,Paspalum,bonplandianum,T,C,1,1,1,10,11.5,2,NA,0.04,71,76,79,NA,3.611,2
CFH3622,13,WAY,Halenia,umbellata,T,C,1,1,3,12,NA,2,NA,67,212,214,205,NA,27.769.999.999.999.900,2
AYS4952,12,WAY,Hypericum,andinum,T,BB,5,1,NA,2.3,NA,71,9,58,184,375,164,NA,3.806,71
BZJ9380,13,WAY,Lachemilla,orbiculata,T,C,5,2,4,2,NA,7,NA,115,258,226,266,NA,23.360.000.000.000.000,7
BUK1612,13,WAY,Paspalum,bonplandianum,T,C,2,1,2,17,18.5,3,NA,65,81,56,69,NA,5.982,3
CDX0578,13,WAY,Lachemilla,orbiculata,T,C,5,1,2,5,NA,2,NA,71,249,248,248,NA,2.255,2
AJV4907,13,WAY,Paspalum,bonplandianum,T,C,2,1,4,17,18.5,1,NA,69,77,114,93,NA,5.768,1
CAH6432,13,WAY,Gaultheria,glomerata,T,C,2,2,4,18,NA,2,NA,131,437,466,444,NA,3.371,2
CBJ7311,13,WAY,Paspalum,bonplandianum,T,C,4,1,2,9.5,9.8,2,NA,31,134,198,132,NA,21.369.999.999.999.900,2
CGM1306,13,WAY,Halenia,umbellata,T,C,3,2,1,5.3,NA,1,NA,0.02,0.14,156,156,NA,907,2
CGQ2823,13,WAY,Paspalum,bonplandianum,T,C,4,1,1,9.5,9.8,2,NA,32,0.13,109,144,NA,26.529.999.999.999.900,2
AOC2233,13,WAY,Lachemilla,orbiculata,T,C,4,1,3,9,NA,3,NA,88,184,167,455,NA,2.338,3
CDJ7438,12,QUE,Calamagrostis,cf. macrophylla,T,BB,4,2,NA,22.5,NA,5,NA,79,131,121,114,NA,3.964,7
AIX0192,12,QUE,Oxalis,oreocharis,T,BB,1,1,2,4,NA,2,NA,22,167,119,59,NA,591,2
AKO4652,12,QUE,Carex,pygmaea,T,BB,4,3,NA,4.5,NA,3,NA,0.06,191,171,182,NA,3.477,4
AKN7109,12,QUE,Carex,pygmaea,T,BB,4,2,NA,2.3,NA,3,NA,43,186,186,195,NA,2.61,3
AXE8216,12,QUE,Luzula,racemosa,T,BB,3,2,NA,6.7,NA,2,NA,51,234,237,181,NA,2.264,2
BXI0062,12,QUE,Luzula,racemosa,T,BB,2,2,NA,4.4,NA,1,NA,38,214,219,202,NA,1.888,1
BWG3149,12,QUE,Calamagrostis,rigida,T,BB,2,2,NA,17,NA,1,NA,27,254,256,258,Rolled leaf multiple leaf area,16.829.999.999.999.900,3
BUU3133,12,QUE,Luzula,racemosa,T,BB,1,1,NA,10.1,NA,5,NA,66,218,209,207,NA,3.259,6
BWK7308,12,QUE,Calamagrostis,rigida,T,BB,2,3,NA,24,NA,1,NA,0.05,351,357,0.38,NA,1.323,1
BWR8413,12,QUE,Calamagrostis,rigida,T,BB,4,1,NA,22,NA,1,NA,32,277,288,288,NA,1.021,2
CDB6537,12,QUE,Calamagrostis,cf. macrophylla,T,BB,4,3,NA,22,NA,5,NA,85,0.26,242,224,NA,2.901,5
BXQ0542,12,QUE,Luzula,racemosa,T,BB,2,4,NA,6.7,NA,1,NA,25,119,131,92,NA,1.602,2
BCQ2816,12,QUE,Vaccinium,floribundum,T,BB,1,1,NA,1.8,NA,5,NA,79,366,336,273,NA,26.959.999.999.999.900,6
BYA3359,13,WAY,Halenia,umbellata,T,C,2,2,3,15,NA,1,NA,23,178,188,172,NA,853,1
BYZ3594,13,WAY,Halenia,umbellata,T,C,2,2,2,15,NA,1,NA,26,165,191,192,NA,1.152,1
CAV0380,13,WAY,Halenia,umbellata,T,C,2,1,2,7,NA,1,NA,0.04,226,219,208,NA,1.674,1
BXZ2875,13,WAY,Halenia,umbellata,T,C,2,2,1,15,NA,1,NA,28,177,0.19,189,NA,1.273,1
BZA2704,13,WAY,Halenia,umbellata,T,C,2,1,4,7,NA,1,NA,48,204,204,229,NA,2.201,1
CAY6622,13,WAY,Halenia,umbellata,T,C,2,1,3,7,NA,1,NA,53,0.2,199,0.24,NA,2.173,1
BYL4944,13,WAY,Gaultheria,glomerata,T,C,1,1,1,20.7,NA,1,NA,102,465,452,4.461,NA,2.975,1
CFJ2489,13,WAY,Rhynchospora,macrochaeta,T,C,5,2,2,48.2,51.1,1,NA,0.07,0.13,141,181,NA,5.185,1
CAU3244,13,WAY,Halenia,umbellata,T,C,2,1,1,7,NA,2,NA,49,186,0.19,197,NA,2.231,2
BYJ7104,13,WAY,Halenia,umbellata,T,C,2,4,2,15,NA,1,NA,62,174,166,188,NA,2.879,1
BYK7047,13,WAY,Halenia,umbellata,T,C,2,4,3,15,NA,1,NA,57,192,205,197,NA,2.533,1
BYN1146,13,WAY,Halenia,umbellata,T,C,2,4,4,15,NA,1,NA,0.05,203,183,189,NA,2.445,1
CCT1928,13,WAY,Gaultheria,glomerata,T,C,1,1,5,20.7,NA,1,NA,135,465,457,454,NA,3.752,1
CCX3225,13,WAY,Gaultheria,glomerata,T,C,1,1,4,20.7,NA,1,NA,148,466,472,455,NA,4.063,1
CHA4858,13,WAY,Rhynchospora,macrochaeta,T,C,5,2,1,48.2,51.1,2,NA,199,219,192,194,NA,10.956,2
CJS1572,13,WAY,Rhynchospora,macrochaeta,T,C,1,1,1,120,NA,5,NA,284,0.22,199,196,"Leaves were from the flower stem. No basal leaves were available. Plant jheight may have been of the flower stem, not based off leaves.",14.831,5
CJG5975,13,WAY,Gaultheria,glomerata,T,C,5,2,1,7,NA,1,NA,17,314,356,344,NA,669,1
CJO4442,13,WAY,Gaultheria,glomerata,T,C,5,2,2,7,NA,1,NA,18,0.26,328,315,NA,649,1
CJK2263,13,WAY,Gaultheria,glomerata,T,C,5,2,3,7,NA,1,NA,23,349,384,394,NA,723,1
CJC2516,13,WAY,Gaultheria,glomerata,T,C,5,2,4,7,NA,1,NA,21,303,295,324,NA,627,1
CFV4255,13,WAY,Rhynchospora,macrochaeta,T,C,5,2,5,48.2,51.1,5,NA,281,224,202,171,NA,14.754.999.999.999.900,5
CCE3930,13,WAY,Halenia,umbellata,T,C,4,1,5,4,NA,1,NA,28,187,199,186,NA,0.8,1
CBQ3609,13,WAY,Halenia,umbellata,T,C,5,3,5,12,NA,1,NA,38,191,178,184,NA,1.545,1
CLD8557,13,WAY,Rhynchospora,macrochaeta,T,C,5,3,4,37.4,48.5,3,NA,189,144,176,201,NA,11.591.999.999.999.900,3
CBZ1867,13,WAY,Gaultheria,glomerata,T,C,1,2,4,19,NA,1,NA,195,495,523,505,NA,4.168,1
CBY1745,13,WAY,Rhynchospora,macrochaeta,T,C,1,2,4,57.2,62,1,NA,348,155,164,154,NA,16.588,5
BYR4663,13,WAY,Paspalum,bonplandianum,T,C,1,1,2,12,6.8,1,NA,72,95,0.09,92,NA,3.125,2
CKK5734,13,WAY,Rhynchospora,macrochaeta,T,C,1,2,1,57.2,62,1,NA,388,172,151,0.14,NA,18.958,3
BYG7871,13,WAY,Halenia,umbellata,T,C,2,3,4,8,NA,2,NA,29,211,212,198,NA,1.297,2
CCL3743,13,WAY,Gaultheria,glomerata,T,C,1,2,2,19,NA,1,NA,92,418,443,448,NA,2.254,1
CHV5788,13,WAY,Vaccinium,floribundum,T,C,5,3,4,15.5,NA,5,NA,102,313,356,382,NA,2.98,5
AND4626,13,WAY,Rhynchospora,macrochaeta,T,C,4,1,2,24.3,31.2,2,NA,228,0.13,151,144,NA,12.828,2
CHR0371,13,WAY,Vaccinium,floribundum,T,C,5,3,3,15.5,NA,5,NA,102,322,323,334,NA,3.298,5
CJD9340,13,WAY,Rhynchospora,macrochaeta,T,C,2,1,4,39.2,61.3,1,NA,143,86,104,116,NA,12.961,3
CHE2338,13,WAY,Vaccinium,floribundum,T,C,5,1,5,16.1,NA,5,NA,78,478,0.4,398,NA,2.254,5
CKW3355,13,WAY,Rhynchospora,macrochaeta,T,C,5,3,1,37.3,48.5,3,NA,248,194,196,187,NA,14.586,3
CCD3127,13,WAY,Vaccinium,floribundum,T,C,5,1,1,16.1,NA,5,NA,89,345,367,447,NA,2.504,5
COI1685,13,WAY,Paspalum,bonplandianum,T,C,4,1,3,11,NA,1,NA,53,126,0.11,94,NA,4.143,1
CMR2436,13,WAY,Vaccinium,floribundum,T,C,1,1,1,14,NA,5,NA,51,444,0.4,387,NA,1.367,5
COG6328,14,TRE,Lachemilla,orbiculata,T,C,4,1,4,6,NA,2,NA,0.11,264,225,378,NA,2.405,2
CMY6500,14,TRE,Vaccinium,floribundum,T,C,1,2,1,6.4,NA,5,NA,145,613,702,0.65,NA,2.769,5
COK9038,14,TRE,Lachemilla,orbiculata,T,C,4,1,3,6,NA,2,NA,0.16,279,263,251,NA,39.019.999.999.999.900,2
COJ3916,14,TRE,Lachemilla,orbiculata,T,C,4,1,2,6,NA,3,NA,152,326,288,0.3,NA,38.169.999.999.999.900,3
CIW5202,14,TRE,Gaultheria,glomerata,T,C,3,1,4,12.5,NA,1,NA,121,418,412,437,NA,37.479.999.999.999.900,2
BKS6261,14,TRE,Vaccinium,floribundum,T,C,4,2,1,21,NA,5,NA,0.9,449,363,481,NA,2.835,6
BKT6119,14,TRE,Vaccinium,floribundum,T,C,4,1,4,20,NA,5,NA,55,395,429,406,NA,1.585,6
ANT1261,14,TRE,Rhynchospora,macrochaeta,T,C,1,1,2,40.6,46.1,3,NA,634,325,351,295,NA,22.794,3
BKR4638,14,TRE,Vaccinium,floribundum,T,C,4,2,2,21,NA,5,NA,81,0.49,423,0.45,NA,2.552,5
CIS0953,14,TRE,Gaultheria,glomerata,T,C,3,1,3,12.5,NA,1,NA,162,441,404,426,NA,5.009,1
CLS6499,14,TRE,Paspalum,bonplandianum,T,C,5,1,3,8.5,14,2,NA,51,99,109,121,NA,4.101,2
CLX3823,14,TRE,Gaultheria,glomerata,T,C,2,1,3,8,NA,2,NA,0.05,419,452,436,NA,13.760.000.000.000.000,2
CNB8487,14,TRE,Lachemilla,orbiculata,T,C,5,1,1,8.9,NA,NA,NA,0.15,233,222,0.24,NA,NA,NA
CNT6057,14,TRE,Lachemilla,orbiculata,T,C,3,1,3,5.5,NA,3,NA,109,249,294,221,NA,21.679.999.999.999.900,3
CEE0397,14,TRE,Lachemilla,orbiculata,T,C,5,1,2,8.9,NA,2,NA,147,209,217,237,NA,4.468.999.999.999.990,2
AYF7496,14,TRE,Lachemilla,orbiculata,T,C,5,2,2,3.8,NA,2,NA,94,248,273,249,NA,31.329.999.999.999.900,2
COF0468,14,TRE,Lachemilla,orbiculata,T,C,4,1,1,6,NA,2,NA,148,0.3,279,276,NA,47.459.999.999.999.900,2
AYG1241,14,TRE,Lachemilla,orbiculata,T,C,5,2,3,3.8,NA,2,NA,104,226,246,228,NA,34.099.999.999.999.900,2
CEK1352,14,TRE,Paspalum,bonplandianum,T,C,1,1,5,5.7,8.6,1,NA,58,131,141,139,NA,2.971,1
CMU0940,14,TRE,Vaccinium,floribundum,T,C,1,1,2,14,NA,5,NA,63,486,467,442,NA,16.520.000.000.000.000,5
CME5357,14,TRE,Vaccinium,floribundum,T,C,4,2,3,21,NA,5,NA,74,0.46,369,416,NA,2.571,6
AQN9078,14,TRE,Rhynchospora,macrochaeta,T,C,1,1,1,40.6,46.1,1,NA,382,356,316,304,NA,11.698,1
CLO2466,14,TRE,Paspalum,bonplandianum,T,C,5,1,2,8.5,14,2,NA,69,131,0.13,118,NA,4.549,2
CLW3373,14,TRE,Paspalum,bonplandianum,T,C,5,1,4,8.5,14,2,NA,58,268,0.11,167,NA,3.937,2
CNH5018,14,TRE,Lachemilla,orbiculata,T,C,3,1,1,5.5,NA,2,NA,114,282,308,285,NA,2.481,2
BUW5591,14,TRE,Paspalum,bonplandianum,T,C,2,2,5,6.5,7.3,2,NA,32,238,174,0.12,NA,25.359.999.999.999.900,2
CNP7038,14,TRE,Lachemilla,orbiculata,T,C,3,2,1,4,NA,2,NA,83,0.32,0.29,286,NA,2.301,2
AOT7539,14,TRE,Paspalum,bonplandianum,T,C,2,2,2,6.5,7.3,3,NA,0.03,262,168,117,NA,22.640.000.000.000.000,3
AOK9318,14,TRE,Paspalum,bonplandianum,T,C,2,1,5,3.6,6.7,2,NA,52,318,229,128,NA,3.626,2
CGA3269,14,TRE,Paspalum,bonplandianum,T,C,2,1,4,3.6,6.7,2,NA,53,267,183,126,NA,4.106,2
BUS1756,14,TRE,Paspalum,bonplandianum,T,C,4,2,4,6.5,7.3,1,NA,26,257,176,117,NA,1.962,1
BKX7899,14,TRE,Vaccinium,floribundum,T,C,4,1,3,20,NA,5,NA,0.06,396,393,379,NA,20.380.000.000.000.000,5
