country,course,project,id,year,month,date,gradient,site,treatment,plot_id,functional_group,family,name_2020,genus,species,individual_nr,plant_height_cm,nr_leaves,number_leaves_scan,wet_mass_g,dry_mass_g,leaf_area_cm2,sla_cm2_g,ldmc,leaf_thickness_mm,area_flag,dry_flag,wet_flag
PE,Puna,T,FUJ6717,2019,April,2019-04-11,1,PIL,C,4,Forb,Asteraceae,Perezia pungens,Perezia,pungens,3,9.5,1,2,0.2305,0.0575,7.0156,122.0104347826087,0.24945770065075923,0.35533333333333333,NA,NA,NA
PE,Puna,T,FUK6749,2019,April,2019-04-11,1,PIL,C,4,Forb,Asteraceae,Perezia pungens,Perezia,pungens,5,14.5,1,1,0.47,0.141,8.6712,61.497872340425545,0.3,0.43366666666666664,NA,NA,NA
PE,Puna,T,FUL6484,2019,April,2019-04-11,1,PIL,C,4,Forb,Asteraceae,Perezia pungens,Perezia,pungens,4,14.5,1,1,0.48,0.124,11.8383,95.47016129032258,0.25833333333333336,0.4276666666666667,NA,NA,NA
PE,Puna,T,FUN8601,2019,April,2019-04-11,1,PIL,C,4,Forb,Asteraceae,Perezia pungens,Perezia,pungens,1,55,1,1,0.895,0.23,19.1889,83.42999999999999,0.2569832402234637,0.43866666666666665,NA,NA,NA
PE,Puna,T,FUO0375,2019,April,2019-04-11,1,PIL,C,5,Gramminoid,Cyperaceae,Carex bonplandii,Carex,bonplandii,5,62,1,1,0.067,0.037,4.3399,117.2945945945946,0.5522388059701492,0.17266666666666666,NA,NA,NA
PE,Puna,T,FUP3082,2019,April,2019-04-11,1,PIL,C,5,Gramminoid,Cyperaceae,Carex bonplandii,Carex,bonplandii,2,60.5,2,2,0.0605,0.0205,3.84055,187.3439024390244,0.3388429752066116,0.19733333333333333,NA,NA,NA
PE,Puna,T,FUQ6918,2019,April,2019-04-11,1,PIL,C,5,Gramminoid,Cyperaceae,Carex bonplandii,Carex,bonplandii,4,51,2,2,0.05,0.0225,3.3561,149.16,0.44999999999999996,0.19766666666666666,NA,NA,NA
PE,Puna,T,FUR1993,2019,April,2019-04-12,1,ACJ,B,2,Fern,Lycopodiaceae,Lycopodium clavatum,Lycopodium,clavatum,3,18,NA,1,NA,NA,NA,NA,NA,0.09966666666666667,NA,NA,NA
PE,Puna,T,FUS2456,2019,April,2019-04-11,1,PIL,C,5,Gramminoid,Cyperaceae,Carex bonplandii,Carex,bonplandii,3,61.5,2,2,0.0775,0.034,4.60245,135.36617647058824,0.43870967741935485,0.189,NA,NA,NA
PE,Puna,T,FUU5063,2019,April,2019-04-12,1,ACJ,B,2,Gramminoid,Cyperaceae,Oreobolus venezuelensis,Oreobolus,venezuelensis,5,4,11,11,0.009090909090909092,0.003909090909090909,0.39786363636363636,101.77906976744187,0.42999999999999994,0.30733333333333335,NA,NA,NA
PE,Puna,T,FUV3991,2019,April,2019-04-12,1,ACJ,B,2,Gramminoid,Cyperaceae,Oreobolus venezuelensis,Oreobolus,venezuelensis,1,5,7,7,0.009285714285714286,0.004,0.37020000000000003,92.55000000000001,0.43076923076923074,0.31133333333333335,NA,NA,NA
PE,Puna,T,FUW8765,2019,April,2019-04-12,1,ACJ,B,2,Gramminoid,Cyperaceae,Oreobolus venezuelensis,Oreobolus,venezuelensis,3,7,8,8,0.0135,0.006625,0.673825,101.70943396226416,0.49074074074074076,0.312,NA,NA,NA
PE,Puna,T,FUX5325,2019,April,2019-04-11,1,PIL,C,2,Woody,Ericaceae,Gaultheria vaccinioides,Gaultheria,vaccinioides,5,15,NA,15,0.009933333333333332,0.0042,0.22280666666666665,53.04920634920635,0.4228187919463087,0.5636666666666666,NA,NA,NA
PE,Puna,T,FUY0462,2019,April,2019-04-12,1,ACJ,B,2,Gramminoid,Cyperaceae,Oreobolus venezuelensis,Oreobolus,venezuelensis,4,7,9,9,0.011111111111111112,0.0047777777777777775,0.46201111111111115,96.70000000000002,0.42999999999999994,0.262,NA,NA,NA
PE,Puna,T,FUZ7065,2019,April,2019-04-12,1,ACJ,B,2,Gramminoid,Cyperaceae,Oreobolus venezuelensis,Oreobolus,venezuelensis,2,5,9,9,0.010777777777777778,0.005333333333333333,0.502211111111111,94.16458333333333,0.49484536082474223,0.354,NA,NA,NA
PE,Puna,T,FVB7812,2019,April,2019-04-11,1,PIL,C,2,Woody,Ericaceae,Gaultheria vaccinioides,Gaultheria,vaccinioides,4,21,NA,19,0.0070526315789473685,0.0028421052631578945,0.17032105263157896,59.927777777777784,0.4029850746268656,0.5116666666666667,NA,NA,NA
PE,Puna,T,FVC3222,2019,April,2019-04-11,1,PIL,C,3,Woody,Asteraceae,Baccharis tricuneata,Baccharis,tricuneata,1,42,3,3,NA,NA,NA,NA,NA,0.383,NA,NA,NA
PE,Puna,T,FVD1551,2019,April,2019-04-11,1,PIL,C,3,Woody,Asteraceae,Baccharis tricuneata,Baccharis,tricuneata,5,48,5,5,NA,NA,NA,NA,NA,0.316,NA,NA,NA
PE,Puna,T,FVE1279,2019,April,2019-04-11,1,PIL,C,3,Woody,Asteraceae,Baccharis tricuneata,Baccharis,tricuneata,2,63,5,5,NA,NA,NA,NA,NA,0.33866666666666667,NA,NA,NA
PE,Puna,T,FVF2826,2019,April,2019-04-11,1,PIL,C,3,Woody,Asteraceae,Baccharis tricuneata,Baccharis,tricuneata,4,55,5,5,NA,NA,NA,NA,NA,0.316,NA,NA,NA
PE,Puna,T,FVG5719,2019,April,2019-04-11,1,PIL,C,3,Woody,Asteraceae,Baccharis tricuneata,Baccharis,tricuneata,3,48,6,6,NA,NA,NA,NA,NA,0.307,NA,NA,NA
PE,Puna,T,FVI1928,2019,April,2019-04-12,1,ACJ,B,1,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,2,45,2,2,0.206,0.081,4.7032,58.06419753086419,0.3932038834951457,0.4726666666666667,NA,NA,NA
PE,Puna,T,FVJ4805,2019,April,2019-04-12,1,ACJ,B,5,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,4,48,2,2,0.215,0.091,4.38895,48.230219780219784,0.4232558139534884,0.5183333333333333,NA,NA,NA
PE,Puna,T,FVK6137,2019,April,2019-04-12,1,ACJ,B,1,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,3,49,2,2,0.1415,0.0555,3.68015,66.309009009009,0.39222614840989406,0.47900000000000004,NA,NA,NA
PE,Puna,T,FVL1883,2019,April,2019-04-12,1,ACJ,B,5,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,1,28,4,4,0.0785,0.03725,2.49425,66.95973154362417,0.4745222929936305,0.451,NA,NA,NA
PE,Puna,T,FVM2589,2019,April,2019-04-12,1,ACJ,B,1,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,4,46,3,3,0.13366666666666668,0.05633333333333334,2.996033333333333,53.18402366863904,0.42144638403990026,0.5283333333333333,NA,NA,NA
PE,Puna,T,FVN6686,2019,April,2019-04-12,1,ACJ,B,1,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,1,35,2,2,0.215,0.098,5.3849,54.94795918367347,0.4558139534883721,0.5630000000000001,NA,NA,NA
PE,Puna,T,FVP2523,2019,April,2019-04-12,1,ACJ,B,5,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,4,52,2,2,0.1,0.04,2.89385,72.34625,0.39999999999999997,0.406,NA,NA,NA
PE,Puna,T,FVQ3569,2019,April,2019-04-12,1,ACJ,B,5,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,2,51,2,2,0.1725,0.0595,4.19665,70.53193277310925,0.34492753623188405,0.445,NA,NA,NA
PE,Puna,T,FVR4748,2019,April,2019-04-12,1,ACJ,B,1,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,5,57,2,2,0.233,0.0925,5.3085,57.389189189189196,0.3969957081545064,0.514,NA,NA,NA
PE,Puna,T,FVS9418,2019,April,2019-04-12,1,ACJ,B,5,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,5,53,2,2,0.1905,0.0935,4.3761,46.803208556149734,0.49081364829396323,0.548,NA,NA,NA
PE,Puna,T,FVT1914,2019,April,2019-04-12,1,ACJ,B,5,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,2,39,2,2,0.167,0.0705,3.5346,50.13617021276597,0.42215568862275443,0.501,NA,NA,NA
PE,Puna,T,FVU6499,2019,April,2019-04-12,1,ACJ,B,5,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,3,37,2,2,0.1425,0.0555,3.0051,54.14594594594595,0.38947368421052636,0.378,NA,NA,NA
PE,Puna,T,FVW3620,2019,April,2019-04-12,1,ACJ,B,5,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,2,22,4,4,0.06425,0.0235,1.54685,65.82340425531915,0.3657587548638132,0.464,NA,NA,NA
PE,Puna,T,FVX0565,2019,April,2019-04-12,1,ACJ,B,5,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,4,35,3,3,0.085,0.03666666666666667,2.4453666666666667,66.69181818181818,0.4313725490196078,0.405,NA,NA,NA
PE,Puna,T,FVY2528,2019,April,2019-04-12,1,ACJ,B,5,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,3,25,4,4,0.07125,0.0315,1.750875,55.58333333333333,0.4421052631578948,0.39599999999999996,NA,NA,NA
PE,Puna,T,FVZ5945,2019,April,2019-04-12,1,ACJ,B,5,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,1,55,2,2,0.1565,0.074,4.2403,57.30135135135136,0.4728434504792332,0.48133333333333334,NA,NA,NA
PE,Puna,T,FWA3516,2019,April,2019-04-12,1,ACJ,B,5,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,5,18,4,4,0.04275,0.0175,0.921575,52.661428571428566,0.40935672514619886,0.3433333333333333,NA,NA,NA
PE,Puna,T,FWB2000,2019,April,2019-04-12,1,ACJ,B,5,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,3,48,2,2,0.1865,0.0845,4.36195,51.6207100591716,0.45308310991957107,0.503,NA,NA,NA
PE,Puna,T,FWD1808,2019,April,2019-04-12,1,ACJ,B,4,Gramminoid,Poaceae,Calamagrostis rigida,Calamagrostis,rigida,3,70,1,1,0.443,0.209,7.4218,35.511004784689,0.4717832957110609,0.625,NA,NA,NA
PE,Puna,T,FWE9698,2019,April,2019-04-12,1,ACJ,B,5,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,1,21,5,5,0.032600000000000004,0.0154,1.14952,74.64415584415585,0.47239263803680975,0.3343333333333333,NA,NA,NA
PE,Puna,T,FWF2419,2019,April,2019-04-12,1,ACJ,B,4,Gramminoid,Poaceae,Calamagrostis rigida,Calamagrostis,rigida,4,63,2,2,0.2815,0.108,5.41785,50.165277777777774,0.38365896980461817,0.5243333333333333,NA,NA,NA
PE,Puna,T,FWG5669,2019,April,2019-04-12,1,ACJ,B,4,Gramminoid,Poaceae,Calamagrostis rigida,Calamagrostis,rigida,1,52,2,2,0.213,0.0905,4.28435,47.34088397790055,0.4248826291079812,0.44866666666666666,NA,NA,NA
PE,Puna,T,FWH0688,2019,April,2019-04-12,1,ACJ,B,4,Gramminoid,Poaceae,Calamagrostis rigida,Calamagrostis,rigida,5,62,2,2,0.4155,0.17,10.65595,62.68205882352941,0.40914560770156444,0.3463333333333334,NA,NA,NA
PE,Puna,T,FWI2102,2019,April,2019-04-12,1,ACJ,B,4,Gramminoid,Poaceae,Calamagrostis rigida,Calamagrostis,rigida,2,68,2,2,0.3985,0.1615,6.6972,41.4687306501548,0.40526976160602257,0.535,NA,NA,NA
PE,Puna,T,FWK1120,2019,April,2019-04-12,1,ACJ,B,1,Gramminoid,Poaceae,Calamagrostis cf. amoena,Calamagrostis,cf. amoena,4,38,3,3,0.118,0.057333333333333326,2.773633333333333,48.377325581395354,0.48587570621468923,0.47833333333333333,NA,NA,NA
PE,Puna,T,FWL7067,2019,April,2019-04-12,1,ACJ,B,4,Woody,Asteraceae,Baccharis genistelloides,Baccharis,genistelloides,2,39,5,1,NA,NA,NA,NA,NA,0.23800000000000002,NA,NA,NA
PE,Puna,T,FWM0930,2019,April,2019-04-12,1,ACJ,B,1,Gramminoid,Poaceae,Calamagrostis cf. amoena,Calamagrostis,cf. amoena,5,31,3,3,0.073,0.03933333333333333,2.1393666666666666,54.3906779661017,0.5388127853881278,0.32666666666666666,NA,NA,NA
PE,Puna,T,FWN1033,2019,April,2019-04-12,1,ACJ,B,4,Woody,Asteraceae,Baccharis genistelloides,Baccharis,genistelloides,3,42,5,1,NA,NA,NA,NA,NA,0.216,NA,NA,NA
PE,Puna,T,FWO1087,2019,April,2019-04-12,1,ACJ,B,1,Gramminoid,Poaceae,Calamagrostis cf. amoena,Calamagrostis,cf. amoena,1,41,2,2,0.108,0.0525,2.59225,49.37619047619048,0.4861111111111111,0.4726666666666667,NA,NA,NA
PE,Puna,T,FWP2106,2019,April,2019-04-12,1,ACJ,B,4,Woody,Asteraceae,Baccharis genistelloides,Baccharis,genistelloides,4,21,5,1,NA,NA,NA,NA,NA,0.26766666666666666,NA,NA,NA
PE,Puna,T,FWR4683,2019,April,2019-04-12,1,ACJ,B,4,Woody,Asteraceae,Baccharis genistelloides,Baccharis,genistelloides,5,30,6,1,NA,NA,NA,NA,NA,0.2763333333333333,NA,NA,NA
PE,Puna,T,FWS0255,2019,April,2019-04-12,1,ACJ,B,1,Gramminoid,Poaceae,Calamagrostis cf. amoena,Calamagrostis,cf. amoena,2,31,3,3,0.06466666666666666,0.040666666666666663,2.4617999999999998,60.53606557377049,0.6288659793814433,0.32266666666666666,NA,NA,NA
PE,Puna,T,FWT5507,2019,April,2019-04-12,1,ACJ,B,4,Woody,Melastomataceae,Miconia rotundifolia,Miconia,rotundifolia,5,10,3,3,0.16233333333333333,0.053,4.148533333333334,78.274213836478,0.3264887063655031,0.502,NA,NA,NA
PE,Puna,T,FWU5529,2019,April,2019-04-12,1,ACJ,B,1,Gramminoid,Poaceae,Calamagrostis cf. amoena,Calamagrostis,cf. amoena,3,32,3,3,0.06966666666666667,0.041,2.3259,56.729268292682924,0.5885167464114832,0.41300000000000003,NA,NA,NA
PE,Puna,T,FWV7033,2019,April,2019-04-12,1,ACJ,B,4,Woody,Melastomataceae,Miconia rotundifolia,Miconia,rotundifolia,4,12,6,6,0.043500000000000004,0.011666666666666667,1.2513666666666667,107.26,0.2681992337164751,0.48333333333333334,NA,NA,NA
PE,Puna,T,FWW3292,2019,April,2019-04-12,1,ACJ,B,4,Woody,Asteraceae,Baccharis genistelloides,Baccharis,genistelloides,1,31,4,1,NA,NA,NA,NA,NA,0.22366666666666668,NA,NA,NA
PE,Puna,T,FWY0020,2019,April,2019-04-12,1,ACJ,B,4,Woody,Melastomataceae,Miconia rotundifolia,Miconia,rotundifolia,1,3,4,4,0.077,0.018,2.07575,115.31944444444447,0.23376623376623376,0.4906666666666667,NA,NA,NA
PE,Puna,T,FWZ1203,2019,April,2019-04-12,1,ACJ,B,1,Forb,Asteraceae,Laestadia muscicola,Laestadia,muscicola,3,3,NA,110,7.272727272727273e-4,1.4545454545454546e-4,0.05388272727272728,370.44375,0.19999999999999998,0.15633333333333332,NA,NA,NA
PE,Puna,T,FXA2923,2019,April,2019-04-12,1,ACJ,B,4,Woody,Melastomataceae,Miconia rotundifolia,Miconia,rotundifolia,2,2,4,4,0.10825,0.03125,2.49735,79.9152,0.28868360277136257,0.6386666666666667,NA,NA,NA
PE,Puna,T,FXB1340,2019,April,2019-04-12,1,ACJ,B,1,Forb,Asteraceae,Laestadia muscicola,Laestadia,muscicola,4,2.5,NA,82,8.048780487804879e-4,1.4634146341463414e-4,0.05965731707317073,407.6583333333333,0.1818181818181818,0.14966666666666667,NA,NA,NA
PE,Puna,T,FXC9415,2019,April,2019-04-12,1,ACJ,B,4,Woody,Melastomataceae,Miconia rotundifolia,Miconia,rotundifolia,3,7,4,4,0.1055,0.03275,2.617025,79.9091603053435,0.31042654028436023,0.6216666666666667,NA,NA,NA
PE,Puna,T,FXD3865,2019,April,2019-04-12,1,ACJ,B,1,Forb,Asteraceae,Laestadia muscicola,Laestadia,muscicola,5,2,NA,64,5.9375e-4,2.34375e-4,0.04739375,202.21333333333334,0.39473684210526316,0.11966666666666667,NA,NA,NA
PE,Puna,T,FXF1307,2019,April,2019-04-16,1,WAY,C,5,Gramminoid,Cyperaceae,Carex cf. crinalis,Carex,cf. crinalis,4,20,1,1,0.125,0.059,7.1208,120.69152542372882,0.472,0.17933333333333332,NA,NA,NA
PE,Puna,T,FXG9241,2019,April,2019-04-12,1,ACJ,B,4,Fern,Pteridaceae,Eriosorus cheilanthoides,Eriosorus,cheilanthoides,2,20,1,1,0.305,0.106,6.9634,65.69245283018869,0.3475409836065574,0.8173333333333334,NA,NA,NA
PE,Puna,T,FXH5655,2019,April,2019-04-12,1,ACJ,B,1,Forb,Asteraceae,Laestadia muscicola,Laestadia,muscicola,1,2,NA,97,6.494845360824742e-4,1.6494845360824742e-4,0.04837525773195876,293.275,0.253968253968254,0.09466666666666666,NA,NA,NA
PE,Puna,T,FXI7373,2019,April,2019-04-12,1,ACJ,B,4,Fern,Pteridaceae,Eriosorus cheilanthoides,Eriosorus,cheilanthoides,3,23,1,1,0.29,0.102,7.9091,77.54019607843138,0.35172413793103446,0.8476666666666667,NA,NA,NA
PE,Puna,T,FXJ4035,2019,April,2019-04-12,1,ACJ,B,1,Forb,Asteraceae,Laestadia muscicola,Laestadia,muscicola,2,3,NA,84,0.001011904761904762,3.095238095238095e-4,0.07723452380952381,249.52692307692308,0.3058823529411764,0.15566666666666665,NA,NA,NA
PE,Puna,T,FXK1172,2019,April,2019-04-12,1,ACJ,B,4,Fern,Pteridaceae,Eriosorus cheilanthoides,Eriosorus,cheilanthoides,4,43,1,1,0.866,0.295,16.4375,55.72033898305085,0.3406466512702078,1.0953333333333333,NA,NA,NA
PE,Puna,T,FXM6750,2019,April,2019-04-12,1,ACJ,B,4,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,4,50,2,2,0.138,0.0495,3.49325,70.57070707070707,0.358695652173913,0.3403333333333333,NA,NA,NA
PE,Puna,T,FXN4950,2019,April,2019-04-12,1,ACJ,B,4,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,1,38,3,3,0.09533333333333333,0.042333333333333334,2.7764666666666664,65.58582677165353,0.4440559440559441,0.35533333333333333,NA,NA,NA
PE,Puna,T,FXO1538,2019,April,2019-04-12,1,ACJ,B,4,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,5,53,2,2,0.2195,0.0925,4.4293,47.88432432432432,0.42141230068337127,0.42033333333333334,NA,NA,NA
PE,Puna,T,FXP4259,2019,April,2019-04-12,1,ACJ,B,4,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,2,48,2,2,0.271,0.101,5.27115,52.189603960396035,0.3726937269372694,0.5456666666666666,NA,NA,NA
PE,Puna,T,FXQ2881,2019,April,2019-04-12,1,ACJ,B,4,Fern,Pteridaceae,Eriosorus cheilanthoides,Eriosorus,cheilanthoides,1,24,1,1,0.116,0.051,5.9442,116.5529411764706,0.43965517241379304,0.593,NA,NA,NA
PE,Puna,T,FXR6056,2019,April,2019-04-12,1,ACJ,B,4,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,3,45,2,2,0.137,0.0555,3.67185,66.15945945945946,0.40510948905109484,0.467,NA,NA,NA
PE,Puna,T,FYO5392,2019,April,2019-04-16,1,WAY,C,4,Gramminoid,Cyperaceae,Carex cf. crinalis,Carex,cf. crinalis,2,41,1,1,0.149,0.06,8.9154,148.59,0.4026845637583893,0.17166666666666666,NA,NA,NA
PE,Puna,T,FYP2787,2019,April,2019-04-16,1,WAY,C,4,Gramminoid,Cyperaceae,Carex cf. crinalis,Carex,cf. crinalis,1,32,1,1,0.115,0.049,7.0713,144.31224489795918,0.4260869565217391,0.18833333333333332,NA,NA,NA
PE,Puna,T,FYQ5114,2019,April,2019-04-16,1,WAY,C,5,Woody,Melastomataceae,Brachyotum grisebachii,Brachyotum,grisebachii,5,104,5,5,0.029599999999999998,0.0132,0.78224,59.260606060606065,0.445945945945946,0.272,NA,NA,NA
PE,Puna,T,FYR1037,2019,April,2019-04-16,1,WAY,C,5,Woody,Melastomataceae,Brachyotum grisebachii,Brachyotum,grisebachii,4,105,5,5,0.029199999999999997,0.013000000000000001,0.7136199999999999,54.89384615384614,0.4452054794520549,0.2536666666666667,NA,NA,NA
PE,Puna,T,FYS7031,2019,April,2019-04-16,1,WAY,C,5,Woody,Melastomataceae,Brachyotum grisebachii,Brachyotum,grisebachii,3,70,5,5,0.0414,0.0166,0.8314600000000001,50.08795180722892,0.40096618357487923,0.3516666666666667,NA,NA,NA
PE,Puna,T,FYW5098,2019,April,2019-04-16,1,WAY,C,3,Gramminoid,Cyperaceae,Carex cf. crinalis,Carex,cf. crinalis,4,13,1,1,0.055,0.021,3.4794,165.68571428571428,0.38181818181818183,0.196,NA,NA,NA
PE,Puna,T,FZC3603,2019,April,2019-04-18,1,QUE,B,4,Gramminoid,Poaceae,Agrostis foliata,Agrostis,foliata,2,13,3,3,0.042333333333333334,0.015,1.8306666666666667,122.04444444444445,0.3543307086614173,0.113,NA,NA,NA
PE,Puna,T,FZD0660,2019,April,2019-04-18,1,TRE,B,5,Gramminoid,Juncaceae,Luzula racemosa,Luzula,racemosa,4,14,2,2,0.0555,0.0245,1.89575,77.37755102040816,0.44144144144144143,0.20466666666666666,NA,NA,NA
PE,Puna,T,FZE2584,2019,April,2019-04-18,1,QUE,B,4,Gramminoid,Poaceae,Agrostis foliata,Agrostis,foliata,3,21,3,3,0.04133333333333333,0.016999999999999998,1.8572333333333333,109.24901960784315,0.41129032258064513,0.123,NA,NA,NA
PE,Puna,T,FZF0051,2019,April,2019-04-18,1,TRE,B,5,Gramminoid,Juncaceae,Luzula racemosa,Luzula,racemosa,5,13,2,2,0.061,0.0235,2.82205,120.08723404255319,0.38524590163934425,0.21133333333333335,NA,NA,NA
PE,Puna,T,FZG6817,2019,April,2019-04-18,1,QUE,B,4,Gramminoid,Poaceae,Agrostis foliata,Agrostis,foliata,4,16,3,3,0.06233333333333333,0.021333333333333333,2.1165333333333334,99.2125,0.3422459893048128,0.13166666666666668,NA,NA,NA
PE,Puna,T,FZH4658,2019,April,2019-04-18,1,QUE,B,4,Gramminoid,Poaceae,Agrostis foliata,Agrostis,foliata,1,18,3,3,0.029333333333333333,0.008,1.2898333333333334,161.22916666666666,0.27272727272727276,0.15666666666666668,NA,NA,NA
PE,Puna,T,FZJ7054,2019,April,2019-04-18,1,TRE,B,5,Gramminoid,Juncaceae,Luzula racemosa,Luzula,racemosa,1,14,2,2,0.057,0.076,2.10855,27.744078947368422,1.3333333333333333,0.17166666666666666,NA,NA,NA
PE,Puna,T,FZK0561,2019,April,2019-04-18,1,TRE,B,5,Gramminoid,Poaceae,Agrostis mertensii,Agrostis,mertensii,3,5,5,5,0.006,0.0014,0.24504,175.02857142857144,0.23333333333333334,0.09033333333333333,NA,NA,NA
PE,Puna,T,FZL7659,2019,April,2019-04-18,1,TRE,B,5,Gramminoid,Juncaceae,Luzula racemosa,Luzula,racemosa,2,14,2,2,0.056,0.0245,1.88485,76.93265306122449,0.4375,0.184,NA,NA,NA
PE,Puna,T,FZM2723,2019,April,2019-04-18,1,TRE,B,5,Gramminoid,Poaceae,Agrostis mertensii,Agrostis,mertensii,4,11,5,5,0.014000000000000002,0.0048000000000000004,0.47156000000000003,98.24166666666666,0.34285714285714286,0.12166666666666667,NA,NA,NA
PE,Puna,T,FZN7258,2019,April,2019-04-18,1,TRE,B,5,Gramminoid,Juncaceae,Luzula racemosa,Luzula,racemosa,3,16,2,2,0.0305,0.013,1.0234,78.72307692307693,0.4262295081967213,0.25133333333333335,NA,NA,NA
PE,Puna,T,FZO3209,2019,April,2019-04-18,1,TRE,B,5,Gramminoid,Poaceae,Agrostis mertensii,Agrostis,mertensii,5,10,5,5,0.0112,0.004,0.3714,92.85,0.35714285714285715,0.14133333333333334,NA,NA,NA
PE,Puna,T,FZQ8742,2019,April,2019-04-18,1,TRE,B,5,Gramminoid,Poaceae,Agrostis mertensii,Agrostis,mertensii,2,6,5,5,0.011,0.0034000000000000002,0.43056,126.63529411764705,0.30909090909090914,0.14833333333333334,NA,NA,NA
PE,Puna,T,FZR0585,2019,April,2019-04-18,1,TRE,B,5,Gramminoid,Cyperaceae,Rhynchospora macrochaeta,Rhynchospora,macrochaeta,2,18,1,1,0.165,0.072,6.1199,84.99861111111112,0.4363636363636363,0.24833333333333335,NA,NA,NA
PE,Puna,T,FZS3412,2019,April,2019-04-18,1,TRE,B,5,Gramminoid,Poaceae,Agrostis mertensii,Agrostis,mertensii,1,6,5,5,0.0068000000000000005,0.0021999999999999997,0.34222,155.5545454545455,0.3235294117647058,0.08733333333333333,NA,NA,NA
PE,Puna,T,FZT3782,2019,April,2019-04-18,1,TRE,B,2,Forb,Rubiaceae,Nertera granadensis,Nertera,granadensis,3,0.5,NA,51,0.0014313725490196078,2.941176470588235e-4,0.0829627450980392,282.0733333333333,0.2054794520547945,0.09166666666666666,NA,NA,NA
PE,Puna,T,FZU4347,2019,April,2019-04-18,1,TRE,B,2,Forb,Rubiaceae,Nertera granadensis,Nertera,granadensis,5,0.5,NA,46,0.0015869565217391302,2.826086956521739e-4,0.0979,346.41538461538465,0.17808219178082194,0.13666666666666666,NA,NA,NA
PE,Puna,T,FZV1326,2019,April,2019-04-18,1,TRE,B,2,Forb,Rubiaceae,Nertera granadensis,Nertera,granadensis,4,6,NA,39,0.0013076923076923077,2.564102564102564e-4,0.0732051282051282,285.5,0.19607843137254902,0.11066666666666666,NA,NA,NA
PE,Puna,T,FZX0255,2019,April,2019-04-18,1,TRE,B,5,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,4,47,1,1,0.039,0.018,0.9923,55.12777777777778,0.4615384615384615,0.25566666666666665,NA,NA,NA
PE,Puna,T,FZY4404,2019,April,2019-04-18,1,TRE,B,5,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,1,29,1,1,0.059,0.027,1.4513,53.75185185185185,0.4576271186440678,0.283,NA,NA,NA
PE,Puna,T,FZZ5195,2019,April,2019-04-18,1,TRE,B,5,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,5,29,1,1,0.044,0.022,1.3543,61.55909090909091,0.5,0.2806666666666667,NA,NA,NA
PE,Puna,T,G,2019,April,2019-04-20,1,QUE,B,3,Woody,Ericaceae,Vaccinium floribundum,Vaccinium,floribundum,4,4,5,5,0.0128,0.009600000000000001,0.47502000000000005,49.48125,0.75,0.255,NA,NA,NA
PE,Puna,T,GAA2013,2019,April,2019-04-18,1,TRE,B,5,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,2,38,1,1,0.078,0.038,1.4299,37.62894736842105,0.48717948717948717,0.31466666666666665,NA,NA,NA
PE,Puna,T,GAB6930,2019,April,2019-04-18,1,QUE,B,5,Gramminoid,Poaceae,Agrostis foliata,Agrostis,foliata,1,9,5,5,0.0092,0.0036,0.34894,96.92777777777778,0.391304347826087,0.18533333333333335,NA,NA,NA
