country,course,project,id,year,month,date,gradient,site,treatment,plot_id,functional_group,family,name_2020,genus,species,individual_nr,plant_height_cm,nr_leaves,number_leaves_scan,wet_mass_g,dry_mass_g,leaf_area_cm2,sla_cm2_g,ldmc,leaf_thickness_mm,area_flag,dry_flag,wet_flag
PE,Puna,T,IPO2983,2019,November,2019-11-20,1,ACJ,C,3,Gramminoid,Poaceae,Festuca dolichophylla,Festuca,dolichophylla,2,59,1,1,0.452,0.238,11.5991,48.73571428571429,0.5265486725663716,0.48833333333333334,NA,NA,NA
PE,Puna,T,IPP2349,2019,November,2019-11-21,1,TRE,C,3,Gramminoid,Poaceae,Paspalum bonplandianum,Paspalum,bonplandianum,1,6.5,3,3,0.041,0.016,2.5100333333333333,156.87708333333333,0.3902439024390244,0.16166666666666665,NA,NA,NA
PE,Puna,T,IPQ7744,2019,November,2019-11-21,1,TRE,C,5,Gramminoid,Cyperaceae,Rhynchospora macrochaeta,Rhynchospora,macrochaeta,1,31,1,1,0.194,0.109,8.965,82.24770642201835,0.5618556701030928,0.241,NA,NA,NA
PE,Puna,T,IPR7688,2019,November,2019-11-21,1,TRE,C,5,Woody,Ericaceae,Gaultheria glomerata,Gaultheria,glomerata,3,16,1,1,0.124,0.082,3.7443,45.662195121951214,0.6612903225806452,0.5073333333333333,NA,NA,NA
PE,Puna,T,IPS5350,2019,November,2019-11-20,1,ACJ,C,5,Gramminoid,Poaceae,Festuca dolichophylla,Festuca,dolichophylla,1,41,1,1,0.247,0.095,7.8521,82.65368421052632,0.38461538461538464,0.3766666666666667,NA,NA,NA
PE,Puna,T,IPT0942,2019,November,2019-11-21,1,TRE,C,5,Gramminoid,Poaceae,Paspalum bonplandianum,Paspalum,bonplandianum,3,13,2,2,0.0875,0.03,5.3083,176.94333333333333,0.34285714285714286,0.16266666666666665,NA,NA,NA
PE,Puna,T,IPU9672,2019,November,2019-11-20,1,ACJ,C,3,Gramminoid,Juncaceae,Luzula racemosa,Luzula,racemosa,1,20,2,2,0.0475,0.0135,3.03015,224.45555555555555,0.28421052631578947,0.159,NA,NA,NA
PE,Puna,T,IPV6124,2019,November,2019-11-21,1,TRE,C,5,Forb,Asteraceae,Werneria nubigena,Werneria,nubigena,2,15,1,1,0.654,0.204,10.0032,49.03529411764706,0.3119266055045871,0.7863333333333333,NA,NA,NA
PE,Puna,T,IPW9960,2019,November,2019-11-21,1,TRE,C,5,Forb,Rosaceae,Lachemilla jamesonii,Lachemilla,jamesonii,2,2.5,3,3,0.04933333333333333,0.023333333333333334,1.7608666666666668,75.46571428571428,0.47297297297297297,0.28733333333333333,NA,NA,NA
PE,Puna,T,IPX3294,2019,November,2019-11-21,1,TRE,C,5,Woody,Ericaceae,Gaultheria glomerata,Gaultheria,glomerata,2,13,1,1,0.197,0.08,5.6836,71.045,0.40609137055837563,0.5413333333333333,NA,NA,NA
PE,Puna,T,IPY0425,2019,November,2019-11-20,1,ACJ,C,5,Gramminoid,Cyperaceae,Carex pichinchensis,Carex,pichinchensis,1,39,1,1,0.287,0.126,16.9572,134.58095238095237,0.4390243902439025,0.207,NA,NA,NA
PE,Puna,T,IPZ9252,2019,November,2019-11-21,1,TRE,C,5,Gramminoid,Poaceae,Paspalum bonplandianum,Paspalum,bonplandianum,2,11.4,2,2,0.077,0.0255,4.29625,168.48039215686273,0.33116883116883117,0.09166666666666666,NA,NA,NA
PE,Puna,T,IQA1112,2019,November,2019-11-20,1,ACJ,C,3,Gramminoid,Poaceae,Cortaderia bifida,Cortaderia,bifida,3,45,1,1,0.685,0.344,24.7223,71.8671511627907,0.5021897810218977,0.256,NA,NA,NA
PE,Puna,T,IQB6424,2019,November,2019-11-21,1,TRE,C,5,Forb,Asteraceae,Werneria nubigena,Werneria,nubigena,3,13,1,1,0.403,0.131,9.4082,71.81832061068702,0.3250620347394541,0.6343333333333333,NA,NA,NA
PE,Puna,T,IQC3897,2019,November,2019-11-21,1,TRE,C,5,Forb,Rosaceae,Lachemilla jamesonii,Lachemilla,jamesonii,1,3.5,3,3,0.06999999999999999,0.04,2.8564000000000003,71.41000000000001,0.5714285714285715,0.2793333333333333,NA,NA,NA
PE,Puna,T,IQD7481,2019,November,2019-11-21,1,TRE,C,5,Woody,Ericaceae,Gaultheria glomerata,Gaultheria,glomerata,1,15.3,1,1,0.252,0.151,5.5517,36.766225165562915,0.5992063492063492,0.6126666666666667,NA,NA,NA
PE,Puna,T,IQE5454,2019,November,2019-11-20,1,ACJ,C,3,Gramminoid,Poaceae,Cortaderia bifida,Cortaderia,bifida,2,78,1,1,1.2,0.541,45.9026,84.84768946395563,0.45083333333333336,0.3163333333333333,NA,NA,NA
PE,Puna,T,IQF7971,2019,November,2019-11-21,1,TRE,C,5,Gramminoid,Poaceae,Paspalum bonplandianum,Paspalum,bonplandianum,1,11,2,2,0.045,0.016,2.29645,143.52812500000002,0.35555555555555557,0.10566666666666667,NA,NA,NA
PE,Puna,T,IQG2940,2019,November,2019-11-20,1,ACJ,C,3,Gramminoid,Poaceae,Cortaderia bifida,Cortaderia,bifida,1,85,1,1,1.211,0.632,41.8192,66.16962025316457,0.5218827415359207,0.25966666666666666,NA,NA,NA
PE,Puna,T,IQH7785,2019,November,2019-11-21,1,TRE,C,3,Gramminoid,Cyperaceae,Carex pygmaea,Carex,pygmaea,3,5.5,5,5,0.015,0.012,1.40904,117.42,0.8,0.13866666666666666,NA,NA,NA
PE,Puna,T,IQI7049,2019,November,2019-11-21,1,TRE,C,5,Forb,Rosaceae,Lachemilla jamesonii,Lachemilla,jamesonii,1,1,5,5,0.02,0.0118,0.8760199999999999,74.23898305084745,0.59,0.2816666666666667,NA,NA,NA
PE,Puna,T,IQJ3747,2019,November,2019-11-21,1,TRE,C,5,Woody,Ericaceae,Vaccinium floribundum,Vaccinium,floribundum,3,34,5,5,0.0164,0.01,0.47400000000000003,47.400000000000006,0.6097560975609756,0.547,NA,NA,NA
PE,Puna,T,IQK2910,2019,November,2019-11-20,1,ACJ,C,3,Gramminoid,Juncaceae,Luzula racemosa,Luzula,racemosa,1,50,1,1,0.392,0.185,14.6563,79.22324324324325,0.4719387755102041,0.39,NA,NA,NA
PE,Puna,T,IQL2433,2019,November,2019-11-21,1,TRE,C,3,Forb,Rosaceae,Lachemilla jamesonii,Lachemilla,jamesonii,2,2.5,5,5,0.028599999999999997,0.014000000000000002,1.07608,76.86285714285712,0.48951048951048964,0.294,NA,NA,NA
PE,Puna,T,IQM5814,2019,November,2019-11-20,1,ACJ,C,5,Woody,Hypericaceae,Hypericum andinum,Hypericum,andinum,2,19,NA,1,0.174,0.069,11.951,173.20289855072463,0.3965517241379311,0.214,NA,NA,NA
PE,Puna,T,IQN5060,2019,November,2019-11-21,1,TRE,C,3,Gramminoid,Cyperaceae,Carex pygmaea,Carex,pygmaea,2,6,5,5,0.0208,0.013000000000000001,1.55666,119.74307692307691,0.6250000000000001,0.192,NA,NA,NA
PE,Puna,T,IQO2548,2019,November,2019-11-22,1,QUE,B,5,Forb,Gentianaceae,Gentiana sedifolia,Gentiana,sedifolia,3,1.5,NA,76,0.0023157894736842103,7.894736842105263e-4,0.09431184210526315,119.46166666666666,0.34090909090909094,0.20400000000000001,NA,NA,NA
PE,Puna,T,IQP1846,2019,November,2019-11-22,1,QUE,B,3,Gramminoid,Cyperaceae,Carex pygmaea,Carex,pygmaea,1,5,3,3,0.016333333333333335,0.011999999999999999,1.1185,93.20833333333334,0.7346938775510202,0.164,NA,NA,NA
PE,Puna,T,IQQ3717,2019,November,2019-11-23,1,ACJ,BB,5,Fern,Pteridaceae,Jamesonia blepharum,Jamesonia,blepharum,3,24,1,1,0.214,0.089,4.7417,53.27752808988764,0.4158878504672897,0.26166666666666666,NA,NA,NA
PE,Puna,T,IQR2327,2019,November,2019-11-22,1,QUE,B,1,Forb,Asteraceae,Chaptalia cordata,Chaptalia,cordata,2,6.6,1,1,0.434,0.014,9.2385,659.8928571428571,0.03225806451612903,0.444,NA,NA,NA
PE,Puna,T,IQS6864,2019,November,2019-11-23,1,ACJ,BB,5,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,2,48,1,1,0.128,0.067,1.9037,28.413432835820892,0.5234375,0.42833333333333334,NA,NA,NA
PE,Puna,T,IQU9111,2019,November,2019-11-22,1,QUE,B,5,Forb,Euphobiaceae,Euphorbia huanchahana,Euphorbia,huanchahana,3,3,10,10,0.0103,0.0028,0.46512000000000003,166.11428571428573,0.27184466019417475,0.239,NA,NA,NA
PE,Puna,T,IQV0163,2019,November,2019-11-22,1,QUE,B,3,Woody,Asteraceae,Baccharis caespitosa,Baccharis,caespitosa,3,2,NA,168,NA,NA,NA,NA,NA,0.403,NA,NA,NA
PE,Puna,T,IQW4708,2019,November,2019-11-22,1,QUE,B,5,Forb,Rosaceae,Lachemilla cf vulcanica,Lachemilla,cf vulcanica,3,2,3,3,0.033999999999999996,0.014,1.1033333333333333,78.80952380952381,0.411764705882353,0.24633333333333332,NA,NA,NA
PE,Puna,T,IQX3074,2019,November,2019-11-22,1,QUE,B,1,Forb,Asteraceae,Chaptalia cordata,Chaptalia,cordata,1,7,1,1,0.441,0.095,9.7097,102.20736842105262,0.21541950113378686,0.432,NA,NA,NA
PE,Puna,T,IQY0083,2019,November,2019-11-23,1,ACJ,BB,5,Gramminoid,Poaceae,Cortaderia bifida,Cortaderia,bifida,1,57,1,1,1.449,0.666,28.6683,43.045495495495494,0.45962732919254656,0.36633333333333334,NA,NA,NA
PE,Puna,T,IQZ2524,2019,November,2019-11-22,1,QUE,B,1,Forb,Asteraceae,Werneria nubigena,Werneria,nubigena,1,7.5,1,1,0.478,0.098,5.6345,57.494897959183675,0.20502092050209206,0.5393333333333333,NA,NA,NA
PE,Puna,T,IRA8676,2019,November,2019-11-22,1,QUE,B,5,Forb,Euphobiaceae,Euphorbia huanchahana,Euphorbia,huanchahana,2,3,9,9,0.011777777777777778,0.0031111111111111114,0.529,170.03571428571428,0.26415094339622647,0.249,NA,NA,NA
PE,Puna,T,IRB4562,2019,November,2019-11-22,1,QUE,B,1,Gramminoid,Juncaceae,Luzula racemosa,Luzula,racemosa,3,5,5,5,0.005,0.0018,0.2834,157.44444444444443,0.36,0.20433333333333334,NA,NA,NA
PE,Puna,T,IRC4807,2019,November,2019-11-23,1,ACJ,BB,5,Woody,Asteraceae,Diplostephium cf. haenkei,Diplostephium,cf. haenkei,2,30,3,3,0.09033333333333333,0.041,3.1337333333333333,76.43252032520324,0.45387453874538747,0.44,NA,NA,NA
PE,Puna,T,IRD5853,2019,November,2019-11-22,1,QUE,B,3,Gramminoid,Cyperaceae,Carex pichinchensis,Carex,pichinchensis,1,12,1,1,0.182,0.062,6.2687,101.10806451612903,0.34065934065934067,0.294,NA,NA,NA
PE,Puna,T,IRE5722,2019,November,2019-11-23,1,ACJ,BB,5,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,3,50,1,1,0.255,0.111,5.6673,51.056756756756755,0.43529411764705883,0.48,NA,NA,NA
PE,Puna,T,IRF4111,2019,November,2019-11-22,1,QUE,B,1,Forb,Asteraceae,Hieracium cf. mandonii,Hieracium,cf. mandonii,3,2,1,1,0.135,0.024,3.27,136.25,0.17777777777777776,0.3203333333333333,NA,NA,NA
PE,Puna,T,IRG2237,2019,November,2019-11-22,1,QUE,B,5,Forb,Euphobiaceae,Euphorbia huanchahana,Euphorbia,huanchahana,1,5,10,10,0.0043,0.0024000000000000002,0.45558,189.825,0.558139534883721,0.23800000000000002,NA,NA,NA
PE,Puna,T,IRH1892,2019,November,2019-11-22,1,QUE,B,3,Woody,Hypericaceae,Hypericum andinum,Hypericum,andinum,1,4.5,NA,1,0.079,0.032,5.7077,178.365625,0.4050632911392405,0.11833333333333333,NA,NA,NA
PE,Puna,T,IRI1421,2019,November,2019-11-23,1,ACJ,BB,5,Woody,Asteraceae,Diplostephium cf. haenkei,Diplostephium,cf. haenkei,1,15,2,2,0.2175,0.114,6.5908,57.8140350877193,0.5241379310344828,0.5113333333333333,NA,NA,NA
PE,Puna,T,IRJ7320,2019,November,2019-11-22,1,QUE,B,3,Gramminoid,Cyperaceae,Carex pichinchensis,Carex,pichinchensis,2,14.5,1,1,0.254,0.082,9.5562,116.53902439024391,0.3228346456692913,0.17300000000000001,NA,NA,NA
PE,Puna,T,IRK1755,2019,November,2019-11-24,1,ACJ,B,1,Forb,Rubiaceae,Nertera granadensis,Nertera,granadensis,1,1,NA,50,0.0024,4.8e-4,0.161542,336.5458333333333,0.2,0.14833333333333334,NA,NA,NA
PE,Puna,T,IRL9659,2019,November,2019-11-22,1,QUE,B,1,Forb,Asteraceae,Hieracium cf. mandonii,Hieracium,cf. mandonii,2,2,1,1,0.153,0.029,3.1836,109.77931034482759,0.18954248366013074,0.30566666666666664,NA,NA,NA
PE,Puna,T,IRM6135,2019,November,2019-11-22,1,QUE,B,5,Forb,Asteraceae,Hypochaeris taraxacoides,Hypochaeris,taraxacoides,3,1.4,5,5,0.040999999999999995,0.0073999999999999995,1.2819,173.22972972972974,0.1804878048780488,0.19566666666666668,NA,NA,NA
PE,Puna,T,IRN0143,2019,November,2019-11-22,1,QUE,B,1,Gramminoid,Juncaceae,Luzula racemosa,Luzula,racemosa,2,6.5,5,5,0.009600000000000001,0.0024000000000000002,0.35738,148.9083333333333,0.25,0.218,NA,NA,NA
PE,Puna,T,IRO1338,2019,November,2019-11-23,1,ACJ,BB,5,Woody,Asteraceae,Diplostephium cf. haenkei,Diplostephium,cf. haenkei,3,23.5,2,2,0.2185,0.114,7.39005,64.82499999999999,0.5217391304347826,0.5113333333333333,NA,NA,NA
PE,Puna,T,IRP4286,2019,November,2019-11-22,1,QUE,B,3,Forb,Geraniaceae,Geranium sessiliflorum,Geranium,sessiliflorum,2,4,4,4,0.05175,0.01525,1.6986,111.38360655737706,0.2946859903381643,0.24333333333333332,NA,NA,NA
PE,Puna,T,IRQ7075,2019,November,2019-11-24,1,ACJ,B,1,Fern,Pteridaceae,Eriosorus cheilanthoides,Eriosorus,cheilanthoides,3,23.5,1,1,0.544,0.136,11.1479,81.96985294117647,0.25,0.418,NA,NA,NA
PE,Puna,T,IRR7098,2019,November,2019-11-22,1,QUE,B,1,Forb,Asteraceae,Hieracium cf. mandonii,Hieracium,cf. mandonii,1,4,1,1,0.261,0.038,5.0915,133.98684210526315,0.14559386973180075,0.3416666666666667,NA,NA,NA
PE,Puna,T,IRS8047,2019,November,2019-11-22,1,QUE,B,5,Forb,Asteraceae,Hypochaeris taraxacoides,Hypochaeris,taraxacoides,1,1,4,4,0.03225,0.00675,0.9731,144.16296296296295,0.20930232558139533,0.162,NA,NA,NA
PE,Puna,T,IRT4160,2019,November,2019-11-22,1,QUE,B,1,Gramminoid,Juncaceae,Luzula racemosa,Luzula,racemosa,1,6.3,5,5,0.0208,0.0046,0.56426,122.66521739130435,0.22115384615384617,0.32333333333333336,NA,NA,NA
PE,Puna,T,IRU9633,2019,November,2019-11-23,1,ACJ,BB,5,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,1,34,1,1,0.088,0.036,2.7118,75.32777777777778,0.40909090909090906,0.39999999999999997,NA,NA,NA
PE,Puna,T,IRV5890,2019,November,2019-11-22,1,QUE,B,3,Forb,Geraniaceae,Geranium sessiliflorum,Geranium,sessiliflorum,1,3.5,5,5,0.0262,0.007000000000000001,0.75244,107.49142857142856,0.26717557251908397,0.18466666666666667,NA,NA,NA
PE,Puna,T,IRW7920,2019,November,2019-11-22,1,QUE,B,5,Forb,Asteraceae,Hypochaeris taraxacoides,Hypochaeris,taraxacoides,2,1.2,5,5,0.0268,0.0054,0.9370200000000001,173.52222222222224,0.20149253731343283,0.24866666666666665,NA,NA,NA
PE,Puna,T,IRX8531,2019,November,2019-11-22,1,QUE,B,1,Forb,Asteraceae,Chaptalia cordata,Chaptalia,cordata,3,2,1,1,0.243,0.059,5.5229,93.60847457627119,0.24279835390946503,0.4523333333333333,NA,NA,NA
PE,Puna,T,IRY3010,2019,November,2019-11-22,1,QUE,B,3,Woody,Ericaceae,Vaccinium floribundum,Vaccinium,floribundum,3,2.5,5,5,0.0092,0.0028,0.3142,112.21428571428571,0.30434782608695654,0.29300000000000004,NA,NA,NA
PE,Puna,T,IRZ5893,2019,November,2019-11-22,1,QUE,B,5,Forb,Violaceae,Viola pygmaea,Viola,pygmaea,3,3,5,5,0.0252,0.0058000000000000005,0.4878,84.10344827586206,0.23015873015873017,0.365,NA,NA,NA
PE,Puna,T,ISA0390,2019,November,2019-11-22,1,QUE,B,1,Forb,Gentianaceae,Gentiana sedifolia,Gentiana,sedifolia,3,2,NA,75,0.0023066666666666665,7.866666666666666e-4,0.10289333333333332,130.79661016949152,0.34104046242774566,0.2576666666666667,NA,NA,NA
PE,Puna,T,ISB3387,2019,November,2019-11-22,1,QUE,B,5,Woody,Ericaceae,Gaultheria glomerata,Gaultheria,glomerata,2,4,3,3,0.05333333333333334,0.012333333333333333,1.6005,129.77027027027026,0.23124999999999998,0.4106666666666667,NA,NA,NA
PE,Puna,T,ISC1622,2019,November,2019-11-22,1,QUE,B,1,Gramminoid,Poaceae,Bromus lanatus,Bromus,lanatus,3,11,1,2,0.1065,0.0415,4.257,102.57831325301204,0.38967136150234744,0.321,NA,NA,NA
PE,Puna,T,ISD2293,2019,November,2019-11-22,1,QUE,B,5,Gramminoid,Poaceae,Bromus lanatus,Bromus,lanatus,2,13,2,2,0.048,0.018,2.42035,134.4638888888889,0.37499999999999994,0.235,NA,NA,NA
PE,Puna,T,ISE1927,2019,November,2019-11-22,1,QUE,B,3,Woody,Ericaceae,Vaccinium floribundum,Vaccinium,floribundum,2,4.5,5,5,0.0398,0.0188,0.8817,46.898936170212764,0.4723618090452261,0.394,NA,NA,NA
PE,Puna,T,ISF4953,2019,November,2019-11-22,1,QUE,B,5,Forb,Violaceae,Viola pygmaea,Viola,pygmaea,2,3,5,5,0.027800000000000002,0.0064,0.59496,92.9625,0.23021582733812948,0.405,NA,NA,NA
PE,Puna,T,ISG7284,2019,November,2019-11-22,1,QUE,B,3,Forb,Asteraceae,Werneria nubigena,Werneria,nubigena,3,7,1,1,0.459,0.088,7.1516,81.26818181818183,0.19172113289760348,0.568,NA,NA,NA
PE,Puna,T,ISH6009,2019,November,2019-11-22,1,QUE,B,5,Woody,Ericaceae,Gaultheria glomerata,Gaultheria,glomerata,1,3,3,3,0.057333333333333326,0.012666666666666666,1.7887666666666666,141.21842105263158,0.22093023255813957,0.34,NA,NA,NA
PE,Puna,T,ISI1162,2019,November,2019-11-22,1,QUE,B,5,Forb,Asteraceae,Aphanactis villosa,Aphanactis,villosa,3,1,5,5,0.017,0.0056,0.88584,158.18571428571428,0.32941176470588235,0.18433333333333332,NA,NA,NA
PE,Puna,T,ISJ8403,2019,November,2019-11-22,1,QUE,B,5,Gramminoid,Poaceae,Bromus lanatus,Bromus,lanatus,1,10,2,2,0.0425,0.017,2.29625,135.0735294117647,0.4,0.209,NA,NA,NA
PE,Puna,T,ISK3315,2019,November,2019-11-22,1,QUE,B,3,Woody,Ericaceae,Vaccinium floribundum,Vaccinium,floribundum,1,2,5,5,0.014000000000000002,0.0036,0.48484,134.67777777777778,0.2571428571428571,0.33233333333333337,NA,NA,NA
PE,Puna,T,ISL6544,2019,November,2019-11-22,1,QUE,B,5,Forb,Violaceae,Viola pygmaea,Viola,pygmaea,1,3,5,5,0.0314,0.0072,0.50956,70.77222222222223,0.22929936305732485,0.44266666666666665,NA,NA,NA
PE,Puna,T,ISM9975,2019,November,2019-11-22,1,QUE,B,1,Forb,Gentianaceae,Gentiana sedifolia,Gentiana,sedifolia,2,1.5,NA,67,0.0021194029850746267,8.208955223880597e-4,0.10037164179104477,122.27090909090909,0.3873239436619718,0.249,NA,NA,NA
PE,Puna,T,ISN4351,2019,November,2019-11-22,1,QUE,B,5,Forb,Asteraceae,Aphanactis villosa,Aphanactis,villosa,1,1,5,5,0.0164,0.0024000000000000002,0.43126,179.69166666666663,0.14634146341463414,0.12533333333333332,NA,NA,NA
PE,Puna,T,ISO5003,2019,November,2019-11-22,1,QUE,B,5,Forb,Asteraceae,Aphanactis villosa,Aphanactis,villosa,2,1.5,5,5,0.017,0.004200000000000001,0.782,186.19047619047618,0.24705882352941178,0.158,NA,NA,NA
PE,Puna,T,ISP7525,2019,November,2019-11-22,1,QUE,B,1,Forb,Apiaceae,Oreomyrrhis andicola,Oreomyrrhis,andicola,3,3.4,2,2,0.093,0.034,2.9412,86.50588235294117,0.3655913978494624,0.19866666666666666,NA,NA,NA
PE,Puna,T,ISQ8020,2019,November,2019-11-22,1,QUE,B,1,Woody,Asteraceae,Baccharis caespitosa,Baccharis,caespitosa,3,3,NA,134,NA,NA,NA,NA,NA,0.261,NA,NA,NA
PE,Puna,T,ISR0153,2019,November,2019-11-22,1,QUE,B,3,Gramminoid,Poaceae,Anatherostipa hans-meyeri,Anatherostipa,hans-meyeri,3,10.5,5,5,0.007000000000000001,0.0062,0.5182,83.58064516129032,0.8857142857142856,0.26433333333333336,NA,NA,NA
PE,Puna,T,ISS0883,2019,November,2019-11-22,1,QUE,B,3,Forb,Asteraceae,Werneria nubigena,Werneria,nubigena,1,8.5,1,1,0.495,0.095,6.4538,67.93473684210527,0.19191919191919193,0.6113333333333334,NA,NA,NA
PE,Puna,T,IST6025,2019,November,2019-11-22,1,QUE,B,5,Gramminoid,Poaceae,Bromus lanatus,Bromus,lanatus,3,12,2,2,0.0465,0.0235,1.8879,80.33617021276595,0.5053763440860215,0.18266666666666667,NA,NA,NA
PE,Puna,T,ISU1684,2019,November,2019-11-22,1,QUE,B,1,Gramminoid,Poaceae,Bromus lanatus,Bromus,lanatus,2,13,1,2,0.0975,0.0425,3.8368,90.27764705882353,0.4358974358974359,0.3093333333333333,NA,NA,NA
PE,Puna,T,ISV2200,2019,November,2019-11-22,1,QUE,B,5,Forb,Rosaceae,Lachemilla cf vulcanica,Lachemilla,cf vulcanica,2,2,3,3,0.028666666666666663,0.015333333333333332,1.2805666666666666,83.51521739130435,0.5348837209302326,0.3393333333333333,NA,NA,NA
PE,Puna,T,ISW3704,2019,November,2019-11-22,1,QUE,B,3,Woody,Hypericaceae,Hypericum andinum,Hypericum,andinum,3,7.5,NA,1,0.115,0.052,8.8148,169.51538461538462,0.4521739130434782,0.129,NA,NA,NA
PE,Puna,T,ISX9751,2019,November,2019-11-22,1,QUE,B,3,Gramminoid,Poaceae,Anatherostipa hans-meyeri,Anatherostipa,hans-meyeri,2,10,5,5,0.0056,0.0034000000000000002,0.38612,113.56470588235294,0.6071428571428572,0.20233333333333334,NA,NA,NA
PE,Puna,T,ISY5953,2019,November,2019-11-22,1,QUE,B,3,Forb,Asteraceae,Werneria nubigena,Werneria,nubigena,2,8,1,1,0.484,0.013,7.7206,593.8923076923078,0.026859504132231406,0.5293333333333333,NA,NA,NA
PE,Puna,T,ISZ4215,2019,November,2019-11-22,1,QUE,B,1,Forb,Asteraceae,Werneria villosa,Werneria,villosa,1,2,NA,16,0.00625,0.0025625,0.331875,129.5121951219512,0.41,0.39133333333333337,NA,NA,NA
PE,Puna,T,ITA6153,2019,November,2019-11-22,1,QUE,B,1,Forb,Asteraceae,Antennaria linearifolia,Antennaria,linearifolia,2,3.2,5,5,0.024399999999999998,0.0108,0.93826,86.87592592592593,0.4426229508196722,0.4683333333333333,NA,NA,NA
PE,Puna,T,ITB5220,2019,November,2019-11-22,1,QUE,B,1,Forb,Asteraceae,Aphanactis villosa,Aphanactis,villosa,3,2.5,5,5,0.028999999999999998,0.0052,1.0922800000000001,210.0538461538462,0.1793103448275862,0.18166666666666667,NA,NA,NA
PE,Puna,T,ITC3766,2019,November,2019-11-22,1,QUE,B,1,Woody,Asteraceae,Baccharis caespitosa,Baccharis,caespitosa,1,3,NA,186,NA,NA,NA,NA,NA,0.2906666666666667,NA,NA,NA
PE,Puna,T,ITD2266,2019,November,2019-11-22,1,QUE,B,3,Gramminoid,Poaceae,Anatherostipa hans-meyeri,Anatherostipa,hans-meyeri,1,14,5,5,0.0076,0.006,0.3556,59.26666666666667,0.7894736842105263,0.221,NA,NA,NA
PE,Puna,T,ITE1963,2019,November,2019-11-22,1,QUE,B,3,Gramminoid,Cyperaceae,Carex pichinchensis,Carex,pichinchensis,3,12,1,1,0.164,0.055,6.6303,120.55090909090909,0.33536585365853655,0.21466666666666667,NA,NA,NA
PE,Puna,T,ITF6811,2019,November,2019-11-22,1,QUE,B,1,Forb,Asteraceae,Werneria villosa,Werneria,villosa,2,2.5,NA,26,0.0055,0.0025,0.31081538461538466,124.32615384615386,0.4545454545454546,0.332,NA,NA,NA
PE,Puna,T,ITG5242,2019,November,2019-11-22,1,QUE,B,1,Forb,Asteraceae,Antennaria linearifolia,Antennaria,linearifolia,3,2,5,5,0.0198,0.0073999999999999995,0.7466999999999999,100.9054054054054,0.3737373737373737,0.42733333333333334,NA,NA,NA
PE,Puna,T,ITH9746,2019,November,2019-11-22,1,QUE,B,5,Forb,Rosaceae,Lachemilla cf vulcanica,Lachemilla,cf vulcanica,1,2.5,3,3,0.03833333333333334,0.017333333333333333,1.6102333333333334,92.89807692307693,0.4521739130434782,0.315,NA,NA,NA
PE,Puna,T,ITI2465,2019,November,2019-11-22,1,QUE,B,3,Forb,Gentianaceae,Gentiana sedifolia,Gentiana,sedifolia,3,3.5,NA,NA,NA,NA,NA,NA,NA,0.225,NA,NA,NA
PE,Puna,T,ITJ5466,2019,November,2019-11-22,1,QUE,B,5,Woody,Ericaceae,Gaultheria glomerata,Gaultheria,glomerata,3,3,3,3,0.06833333333333333,0.013666666666666667,2.0682,151.33170731707315,0.2,0.33466666666666667,NA,NA,NA
PE,Puna,T,ITK7480,2019,November,2019-11-22,1,QUE,B,1,Forb,Gentianaceae,Gentiana sedifolia,Gentiana,sedifolia,1,3,NA,NA,NA,NA,NA,NA,NA,0.21766666666666667,NA,NA,NA
PE,Puna,T,ITL3124,2019,November,2019-11-22,1,QUE,B,1,Forb,Asteraceae,Werneria villosa,Werneria,villosa,3,1.7,NA,30,0.0048,0.002266666666666667,0.28592666666666666,126.1441176470588,0.4722222222222223,0.43866666666666665,NA,NA,NA
PE,Puna,T,ITM7607,2019,November,2019-11-22,1,QUE,B,1,Forb,Asteraceae,Antennaria linearifolia,Antennaria,linearifolia,1,2.6,5,5,0.0208,0.008400000000000001,0.87784,104.50476190476188,0.4038461538461539,0.4533333333333333,NA,NA,NA
PE,Puna,T,ITN0557,2019,November,2019-11-22,1,QUE,B,4,Forb,Apiaceae,Azorella biloba,Azorella,biloba,3,5.5,3,3,0.08866666666666667,0.021,1.9013,90.53809523809524,0.2368421052631579,0.5293333333333333,NA,NA,NA
PE,Puna,T,ITO3837,2019,November,2019-11-22,1,QUE,B,5,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,3,22,1,1,0.028,0.02,1.2799,63.995,0.7142857142857143,0.27366666666666667,NA,NA,NA
PE,Puna,T,ITP4544,2019,November,2019-11-22,1,QUE,B,1,Woody,Asteraceae,Baccharis caespitosa,Baccharis,caespitosa,2,4.5,NA,133,NA,NA,NA,NA,NA,0.21733333333333332,NA,NA,NA
PE,Puna,T,ITQ6689,2019,November,2019-11-22,1,QUE,B,5,Gramminoid,Cyperaceae,Carex sp7,Carex,sp7,1,2,10,10,0.0076,0.0035000000000000005,0.24571,70.20285714285714,0.46052631578947373,0.395,NA,NA,NA
PE,Puna,T,ITR6933,2019,November,2019-11-22,1,QUE,B,1,Forb,Asteraceae,Aphanactis villosa,Aphanactis,villosa,1,1.8,5,5,0.0228,0.0034000000000000002,0.9103,267.735294117647,0.14912280701754385,0.22266666666666665,NA,NA,NA
