year,season,month,site,treatment,plot_id,family,functional_group,taxon,cover,burn_year,elevation,latitude,longitude,course
2018,wet_season,March,QUE,B,4,Hypericaceae,Woody,Hypericum andinum,5,2005,3889.8,-13.214146,-71.619396,PFTC3
2018,wet_season,March,QUE,B,4,Juncaceae,Graminoid,Luzula racemosa,4,2005,3889.8,-13.214146,-71.619396,PFTC3
2018,wet_season,March,QUE,B,4,Orchidaceae,Forb,Pterichis sp1,0.5,2005,3889.8,-13.214146,-71.619396,PFTC3
2018,wet_season,March,QUE,B,4,Orobanchaceae,Forb,Bartsia trichophylla,2,2005,3889.8,-13.214146,-71.619396,PFTC3
2018,wet_season,March,QUE,B,4,Oxalidaceae,Forb,Oxalis oreocharis,0.5,2005,3889.8,-13.214146,-71.619396,PFTC3
2018,wet_season,March,QUE,B,4,Poaceae,Graminoid,Agrostis foliata,4,2005,3889.8,-13.214146,-71.619396,PFTC3
2018,wet_season,March,QUE,B,4,Poaceae,Graminoid,Agrostis mertensii,3,2005,3889.8,-13.214146,-71.619396,PFTC3
2018,wet_season,March,QUE,B,4,Poaceae,Graminoid,Anatherostipa hans-meyeri,10,2005,3889.8,-13.214146,-71.619396,PFTC3
2018,wet_season,March,QUE,B,4,Poaceae,Graminoid,Bromus lanatus,2.5,2005,3889.8,-13.214146,-71.619396,PFTC3
2018,wet_season,March,QUE,B,4,Poaceae,Graminoid,Calamagrostis tarmensis,25,2005,3889.8,-13.214146,-71.619396,PFTC3
2018,wet_season,March,QUE,B,4,Poaceae,Graminoid,Poa sp2,0.5,2005,3889.8,-13.214146,-71.619396,PFTC3
2018,wet_season,March,QUE,B,4,Poaceae,Graminoid,Poa spicigera,3,2005,3889.8,-13.214146,-71.619396,PFTC3
2018,wet_season,March,QUE,B,4,Polytrichaceae,Moss,Polytrichum sp1,3,2005,3889.8,-13.214146,-71.619396,PFTC3
2018,wet_season,March,QUE,B,4,Rosaceae,Forb,Lachemilla cf. vulcanica,0.5,2005,3889.8,-13.214146,-71.619396,PFTC3
2018,wet_season,March,QUE,B,5,Asteraceae,Forb,Antennaria linearifolia,3,2005,3893.1,-13.214258,-71.619377,PFTC3
2018,wet_season,March,QUE,B,5,Asteraceae,Forb,Gamochaeta coarctata,0.5,2005,3893.1,-13.214258,-71.619377,PFTC3
2018,wet_season,March,QUE,B,5,Asteraceae,Forb,Hieracium cf. mandonii,0.5,2005,3893.1,-13.214258,-71.619377,PFTC3
2018,wet_season,March,QUE,B,5,Asteraceae,Woody,Baccharis caespitosa,1,2005,3893.1,-13.214258,-71.619377,PFTC3
2018,wet_season,March,QUE,B,5,Caprifoliaceae,Forb,Belonanthus hispidus,0.5,2005,3893.1,-13.214258,-71.619377,PFTC3
2018,wet_season,March,QUE,B,5,Caryophyllaceae,Forb,Cerastium arvense,1,2005,3893.1,-13.214258,-71.619377,PFTC3
2018,wet_season,March,QUE,B,5,Cyperaceae,Graminoid,Carex pichinchensis,0.5,2005,3893.1,-13.214258,-71.619377,PFTC3
2018,wet_season,March,QUE,B,5,Cyperaceae,Graminoid,Carex pygmaea,0.5,2005,3893.1,-13.214258,-71.619377,PFTC3
2018,wet_season,March,QUE,B,5,Cyperaceae,Graminoid,Rhynchospora macrochaeta,15,2005,3893.1,-13.214258,-71.619377,PFTC3
2018,wet_season,March,QUE,B,5,Ericaceae,Woody,Gaultheria glomerata,1,2005,3893.1,-13.214258,-71.619377,PFTC3
2018,wet_season,March,QUE,B,5,Ericaceae,Woody,Pernettya prostrata,10,2005,3893.1,-13.214258,-71.619377,PFTC3
2018,wet_season,March,QUE,B,5,Ericaceae,Woody,Vaccinium floribundum,0.5,2005,3893.1,-13.214258,-71.619377,PFTC3
2018,wet_season,March,QUE,B,5,Gentianaceae,Forb,Gentiana sedifolia,0.5,2005,3893.1,-13.214258,-71.619377,PFTC3
2018,wet_season,March,QUE,B,5,Gentianaceae,Forb,Gentianella ernestii,0.5,2005,3893.1,-13.214258,-71.619377,PFTC3
2018,wet_season,March,QUE,B,5,Geraniaceae,Forb,Geranium sessiliflorum,0.5,2005,3893.1,-13.214258,-71.619377,PFTC3
2018,wet_season,March,QUE,B,5,Hypericaceae,Woody,Hypericum andinum,6,2005,3893.1,-13.214258,-71.619377,PFTC3
2018,wet_season,March,QUE,B,5,Juncaceae,Graminoid,Luzula racemosa,0.5,2005,3893.1,-13.214258,-71.619377,PFTC3
2018,wet_season,March,QUE,B,5,Lycopodiaceae,Fern,Lycopodium clavatum,5,2005,3893.1,-13.214258,-71.619377,PFTC3
2018,wet_season,March,QUE,B,5,Orobanchaceae,Forb,Bartsia trichophylla,2,2005,3893.1,-13.214258,-71.619377,PFTC3
2018,wet_season,March,QUE,B,5,Oxalidaceae,Forb,Oxalis oreocharis,0.5,2005,3893.1,-13.214258,-71.619377,PFTC3
2018,wet_season,March,QUE,B,5,Poaceae,Graminoid,Agrostis foliata,1,2005,3893.1,-13.214258,-71.619377,PFTC3
2018,wet_season,March,QUE,B,5,Poaceae,Graminoid,Agrostis mertensii,7,2005,3893.1,-13.214258,-71.619377,PFTC3
2018,wet_season,March,QUE,B,5,Poaceae,Graminoid,Bromus lanatus,1,2005,3893.1,-13.214258,-71.619377,PFTC3
2018,wet_season,March,QUE,B,5,Poaceae,Graminoid,Calamagrostis rigida,50,2005,3893.1,-13.214258,-71.619377,PFTC3
2018,wet_season,March,QUE,B,5,Polytrichaceae,Moss,Polytrichum sp1,0.5,2005,3893.1,-13.214258,-71.619377,PFTC3
2018,wet_season,March,QUE,B,5,Rosaceae,Forb,Lachemilla cf. vulcanica,1,2005,3893.1,-13.214258,-71.619377,PFTC3
2018,wet_season,March,TRE,C,1,Cyperaceae,Graminoid,Carex pichinchensis,6,NA,3714.3,-13.119746,-71.620771,PFTC3
2018,wet_season,March,TRE,C,1,Cyperaceae,Graminoid,Rhynchospora macrochaeta,2,NA,3714.3,-13.119746,-71.620771,PFTC3
2018,wet_season,March,TRE,C,1,Ericaceae,Woody,Gaultheria glomerata,0.5,NA,3714.3,-13.119746,-71.620771,PFTC3
2018,wet_season,March,TRE,C,1,Ericaceae,Woody,Pernettya prostrata,1,NA,3714.3,-13.119746,-71.620771,PFTC3
2018,wet_season,March,TRE,C,1,Gentianaceae,Forb,Halenia umbellata,3,NA,3714.3,-13.119746,-71.620771,PFTC3
2018,wet_season,March,TRE,C,1,Hypericaceae,Woody,Hypericum andinum,13,NA,3714.3,-13.119746,-71.620771,PFTC3
2018,wet_season,March,TRE,C,1,Poaceae,Graminoid,Agrostis mertensii,5,NA,3714.3,-13.119746,-71.620771,PFTC3
2018,wet_season,March,TRE,C,1,Poaceae,Graminoid,Bromus lanatus,0.5,NA,3714.3,-13.119746,-71.620771,PFTC3
2018,wet_season,March,TRE,C,1,Poaceae,Graminoid,Calamagrostis cf. amoena,50,NA,3714.3,-13.119746,-71.620771,PFTC3
2018,wet_season,March,TRE,C,1,Poaceae,Graminoid,Calamagrostis tarmensis,5,NA,3714.3,-13.119746,-71.620771,PFTC3
2018,wet_season,March,TRE,C,1,Poaceae,Graminoid,Festuca dolichophylla,2,NA,3714.3,-13.119746,-71.620771,PFTC3
2018,wet_season,March,TRE,C,1,Poaceae,Graminoid,Paspalum bonplandianum,0.5,NA,3714.3,-13.119746,-71.620771,PFTC3
2018,wet_season,March,TRE,C,1,Rosaceae,Forb,Lachemilla orbiculata,0.5,NA,3714.3,-13.119746,-71.620771,PFTC3
2018,wet_season,March,TRE,C,1,Violaceae,Forb,Viola pygmaea,0.5,NA,3714.3,-13.119746,-71.620771,PFTC3
2018,wet_season,March,TRE,C,2,Asteraceae,Forb,Oreithales integrifolia,0.5,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,Asteraceae,Forb,Oritrophium hieracioides,0.5,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,Cyperaceae,Graminoid,Carex bonplandii,5,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,Cyperaceae,Graminoid,Carex pichinchensis,0.5,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,Cyperaceae,Graminoid,Rhynchospora macrochaeta,5,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,Cyperaceae,Graminoid,Trichophorum rigidum,1,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,Ericaceae,Woody,Vaccinium floribundum,1,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,Gentianaceae,Forb,Halenia umbellata,2,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,Hypericaceae,Woody,Hypericum andinum,0.5,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,Juncaceae,Graminoid,Luzula racemosa,1,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,Poaceae,Graminoid,Agrostis mertensii,0.5,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,Poaceae,Graminoid,Bromus lanatus,1,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,Poaceae,Graminoid,Calamagrostis cf. amoena,0.5,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,Poaceae,Graminoid,Calamagrostis tarmensis,60,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,Poaceae,Graminoid,Festuca dolichophylla,5,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,Rosaceae,Forb,Lachemilla orbiculata,1,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,Violaceae,Forb,Viola pygmaea,0.5,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,3,Asteraceae,Forb,Bidens triplinervia,0.5,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,Asteraceae,Forb,Oreithales integrifolia,0.5,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,Campanulaceae,Forb,Lysipomia laciniata,1,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,Cyperaceae,Graminoid,Carex pichinchensis,5,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,Cyperaceae,Graminoid,Carex pygmaea,8,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,Cyperaceae,Graminoid,Rhynchospora macrochaeta,0.5,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,Cyperaceae,Graminoid,Trichophorum rigidum,3,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,Ericaceae,Woody,Pernettya prostrata,9,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,Gentianaceae,Forb,Gentiana sedifolia,0.5,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,Gentianaceae,Forb,Halenia umbellata,5,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,Hypericaceae,Woody,Hypericum andinum,12,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,Poaceae,Graminoid,Bromus lanatus,2,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,Poaceae,Graminoid,Calamagrostis cf. amoena,30,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,Poaceae,Graminoid,Calamagrostis tarmensis,25,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,Poaceae,Graminoid,Chusquea intipaqariy,6,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,Poaceae,Graminoid,Festuca dolichophylla,0.5,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,Poaceae,Graminoid,Paspalum bonplandianum,2,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,Rosaceae,Forb,Acaena cylindristachya,0.5,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,Rosaceae,Forb,Lachemilla orbiculata,1,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,Violaceae,Forb,Viola pygmaea,0.5,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,4,Asteraceae,Forb,Perezia pungens,1,NA,3714.7,-13.119695,-71.620927,PFTC3
2018,wet_season,March,TRE,C,4,Asteraceae,Woody,Baccharis genistelloides,0.5,NA,3714.7,-13.119695,-71.620927,PFTC3
2018,wet_season,March,TRE,C,4,Campanulaceae,Forb,Lysipomia laciniata,0.5,NA,3714.7,-13.119695,-71.620927,PFTC3
2018,wet_season,March,TRE,C,4,Cyperaceae,Graminoid,Carex pichinchensis,3,NA,3714.7,-13.119695,-71.620927,PFTC3
2018,wet_season,March,TRE,C,4,Cyperaceae,Graminoid,Carex pygmaea,8,NA,3714.7,-13.119695,-71.620927,PFTC3
2018,wet_season,March,TRE,C,4,Cyperaceae,Graminoid,Rhynchospora macrochaeta,3,NA,3714.7,-13.119695,-71.620927,PFTC3
2018,wet_season,March,TRE,C,4,Ericaceae,Woody,Gaultheria glomerata,4,NA,3714.7,-13.119695,-71.620927,PFTC3
2018,wet_season,March,TRE,C,4,Ericaceae,Woody,Pernettya prostrata,2,NA,3714.7,-13.119695,-71.620927,PFTC3
2018,wet_season,March,TRE,C,4,Ericaceae,Woody,Vaccinium floribundum,6,NA,3714.7,-13.119695,-71.620927,PFTC3
2018,wet_season,March,TRE,C,4,Gentianaceae,Forb,Halenia umbellata,2,NA,3714.7,-13.119695,-71.620927,PFTC3
2018,wet_season,March,TRE,C,4,Lycopodiaceae,Fern,Lycopodium clavatum,0.5,NA,3714.7,-13.119695,-71.620927,PFTC3
2018,wet_season,March,TRE,C,4,Poaceae,Graminoid,Calamagrostis tarmensis,50,NA,3714.7,-13.119695,-71.620927,PFTC3
2018,wet_season,March,TRE,C,4,Poaceae,Graminoid,Festuca dolichophylla,0.5,NA,3714.7,-13.119695,-71.620927,PFTC3
2018,wet_season,March,TRE,C,5,Asteraceae,Forb,Werneria nubigena,0.5,NA,3714.6,-13.119707,-71.62093,PFTC3
2018,wet_season,March,TRE,C,5,Asteraceae,Woody,Baccharis genistelloides,0.5,NA,3714.6,-13.119707,-71.62093,PFTC3
2018,wet_season,March,TRE,C,5,Cyperaceae,Graminoid,Rhynchospora macrochaeta,2,NA,3714.6,-13.119707,-71.62093,PFTC3
2018,wet_season,March,TRE,C,5,Cyperaceae,Graminoid,Trichophorum rigidum,1,NA,3714.6,-13.119707,-71.62093,PFTC3
2018,wet_season,March,TRE,C,5,Ericaceae,Woody,Gaultheria glomerata,10,NA,3714.6,-13.119707,-71.62093,PFTC3
2018,wet_season,March,TRE,C,5,Ericaceae,Woody,Pernettya prostrata,6,NA,3714.6,-13.119707,-71.62093,PFTC3
2018,wet_season,March,TRE,C,5,Ericaceae,Woody,Vaccinium floribundum,10,NA,3714.6,-13.119707,-71.62093,PFTC3
2018,wet_season,March,TRE,C,5,Gentianaceae,Forb,Halenia umbellata,0.5,NA,3714.6,-13.119707,-71.62093,PFTC3
2018,wet_season,March,TRE,C,5,Hypericaceae,Woody,Hypericum andinum,5,NA,3714.6,-13.119707,-71.62093,PFTC3
2018,wet_season,March,TRE,C,5,Juncaceae,Graminoid,Luzula racemosa,2.5,NA,3714.6,-13.119707,-71.62093,PFTC3
2018,wet_season,March,TRE,C,5,Lycopodiaceae,Fern,Lycopodium clavatum,2,NA,3714.6,-13.119707,-71.62093,PFTC3
2018,wet_season,March,TRE,C,5,Poaceae,Graminoid,Bromus lanatus,1,NA,3714.6,-13.119707,-71.62093,PFTC3
2018,wet_season,March,TRE,C,5,Poaceae,Graminoid,Calamagrostis cf. amoena,33,NA,3714.6,-13.119707,-71.62093,PFTC3
2018,wet_season,March,TRE,C,5,Poaceae,Graminoid,Festuca dolichophylla,15,NA,3714.6,-13.119707,-71.62093,PFTC3
2018,wet_season,March,TRE,C,5,Poaceae,Graminoid,Paspalum bonplandianum,4,NA,3714.6,-13.119707,-71.62093,PFTC3
2018,wet_season,March,WAY,B,1,Asteraceae,Forb,Senecio burkartii,0.5,2007,3071.7,-13.179917,-71.588118,PFTC3
2018,wet_season,March,WAY,B,1,Asteraceae,Forb,Stevia pennellii,11,2007,3071.7,-13.179917,-71.588118,PFTC3
2018,wet_season,March,WAY,B,1,Asteraceae,Woody,Baccharis tricuneata,0.5,2007,3071.7,-13.179917,-71.588118,PFTC3
2018,wet_season,March,WAY,B,1,Cyperaceae,Graminoid,Carex cf. crinalis,1,2007,3071.7,-13.179917,-71.588118,PFTC3
2018,wet_season,March,WAY,B,1,Cyperaceae,Graminoid,Rhynchospora aristata,0.5,2007,3071.7,-13.179917,-71.588118,PFTC3
2018,wet_season,March,WAY,B,1,Ericaceae,Woody,Gaultheria vaccinioides,3,2007,3071.7,-13.179917,-71.588118,PFTC3
2018,wet_season,March,WAY,B,1,Gentianaceae,Forb,Gentiana sedifolia,0.5,2007,3071.7,-13.179917,-71.588118,PFTC3
2018,wet_season,March,WAY,B,1,Gentianaceae,Forb,Halenia umbellata,3,2007,3071.7,-13.179917,-71.588118,PFTC3
2018,wet_season,March,WAY,B,1,Iridaceae,Forb,Sisyrinchium vaginatum,0.5,2007,3071.7,-13.179917,-71.588118,PFTC3
2018,wet_season,March,WAY,B,1,Lycopodiaceae,Fern,Lycopodium thyoides,10,2007,3071.7,-13.179917,-71.588118,PFTC3
2018,wet_season,March,WAY,B,1,Melastomataceae,Woody,Brachyotum grisebachii,0.5,2007,3071.7,-13.179917,-71.588118,PFTC3
2018,wet_season,March,WAY,B,1,Orchidaceae,Forb,Cyrtochilum aureum,2,2007,3071.7,-13.179917,-71.588118,PFTC3
2018,wet_season,March,WAY,B,1,Orchidaceae,Forb,Pterichis sp1,0.5,2007,3071.7,-13.179917,-71.588118,PFTC3
2018,wet_season,March,WAY,B,1,Poaceae,Graminoid,Calamagrostis rigida,43,2007,3071.7,-13.179917,-71.588118,PFTC3
2018,wet_season,March,WAY,B,1,Poaceae,Graminoid,Danthonia secundiflora,3,2007,3071.7,-13.179917,-71.588118,PFTC3
2018,wet_season,March,WAY,B,1,Poaceae,Graminoid,Festuca dolichophylla,10,2007,3071.7,-13.179917,-71.588118,PFTC3
2018,wet_season,March,WAY,B,1,Polytrichaceae,Moss,Polytrichum sp1,0.5,2007,3071.7,-13.179917,-71.588118,PFTC3
2018,wet_season,March,WAY,B,1,Pteridaceae,Fern,Eriosorus cheilanthoides,0.5,2007,3071.7,-13.179917,-71.588118,PFTC3
2018,wet_season,March,WAY,B,1,Pteridaceae,Fern,Jamesonia blepharum,0.5,2007,3071.7,-13.179917,-71.588118,PFTC3
2018,wet_season,March,WAY,B,1,Rubiaceae,Forb,Galium corymbosum,0.5,2007,3071.7,-13.179917,-71.588118,PFTC3
2018,wet_season,March,WAY,B,1,Rubiaceae,Forb,Nertera granadensis,5,2007,3071.7,-13.179917,-71.588118,PFTC3
2018,wet_season,March,WAY,B,2,Asteraceae,Forb,Gnaphalium dombeyanum,0.5,2007,3073.1,-13.179978,-71.588188,PFTC3
2018,wet_season,March,WAY,B,2,Asteraceae,Forb,Senecio burkartii,0.5,2007,3073.1,-13.179978,-71.588188,PFTC3
2018,wet_season,March,WAY,B,2,Asteraceae,Forb,Stevia pennellii,1,2007,3073.1,-13.179978,-71.588188,PFTC3
2018,wet_season,March,WAY,B,2,Cyperaceae,Graminoid,Carex cf. crinalis,4,2007,3073.1,-13.179978,-71.588188,PFTC3
2018,wet_season,March,WAY,B,2,Dryopteridaceae,Fern,Elaphoglossum huacsaro,1,2007,3073.1,-13.179978,-71.588188,PFTC3
2018,wet_season,March,WAY,B,2,Gentianaceae,Forb,Halenia umbellata,0.5,2007,3073.1,-13.179978,-71.588188,PFTC3
2018,wet_season,March,WAY,B,2,Lycopodiaceae,Fern,Lycopodium clavatum,2,2007,3073.1,-13.179978,-71.588188,PFTC3
2018,wet_season,March,WAY,B,2,Lycopodiaceae,Fern,Lycopodium thyoides,5,2007,3073.1,-13.179978,-71.588188,PFTC3
2018,wet_season,March,WAY,B,2,Orchidaceae,Forb,Pterichis sp1,0.5,2007,3073.1,-13.179978,-71.588188,PFTC3
2018,wet_season,March,WAY,B,2,Poaceae,Graminoid,Calamagrostis rigida,75,2007,3073.1,-13.179978,-71.588188,PFTC3
2018,wet_season,March,WAY,B,2,Poaceae,Graminoid,Festuca dolichophylla,10,2007,3073.1,-13.179978,-71.588188,PFTC3
2018,wet_season,March,WAY,B,2,Pteridaceae,Fern,Eriosorus cheilanthoides,0.5,2007,3073.1,-13.179978,-71.588188,PFTC3
2018,wet_season,March,WAY,B,2,Rubiaceae,Forb,Nertera granadensis,0.5,2007,3073.1,-13.179978,-71.588188,PFTC3
2018,wet_season,March,WAY,B,3,Asteraceae,Forb,Gnaphalium dombeyanum,3,2007,3077.1,-13.180036,-71.588263,PFTC3
2018,wet_season,March,WAY,B,3,Asteraceae,Forb,Senecio burkartii,2,2007,3077.1,-13.180036,-71.588263,PFTC3
2018,wet_season,March,WAY,B,3,Asteraceae,Forb,Stevia pennellii,0.5,2007,3077.1,-13.180036,-71.588263,PFTC3
2018,wet_season,March,WAY,B,3,Cyperaceae,Graminoid,Carex bonplandii,2,2007,3077.1,-13.180036,-71.588263,PFTC3
2018,wet_season,March,WAY,B,3,Cyperaceae,Graminoid,Rhynchospora aristata,7,2007,3077.1,-13.180036,-71.588263,PFTC3
2018,wet_season,March,WAY,B,3,Dennstaedtiaceae,Fern,Pteridium aquilinum,0.5,2007,3077.1,-13.180036,-71.588263,PFTC3
2018,wet_season,March,WAY,B,3,Ericaceae,Woody,Gaultheria glomerata,0.5,2007,3077.1,-13.180036,-71.588263,PFTC3
2018,wet_season,March,WAY,B,3,Lycopodiaceae,Fern,Lycopodium clavatum,3,2007,3077.1,-13.180036,-71.588263,PFTC3
2018,wet_season,March,WAY,B,3,Lycopodiaceae,Fern,Lycopodium thyoides,6,2007,3077.1,-13.180036,-71.588263,PFTC3
2018,wet_season,March,WAY,B,3,Orchidaceae,Forb,Pterichis sp1,0.5,2007,3077.1,-13.180036,-71.588263,PFTC3
2018,wet_season,March,WAY,B,3,Poaceae,Graminoid,Calamagrostis cf. amoena,3,2007,3077.1,-13.180036,-71.588263,PFTC3
2018,wet_season,March,WAY,B,3,Poaceae,Graminoid,Calamagrostis tarmensis,2,2007,3077.1,-13.180036,-71.588263,PFTC3
2018,wet_season,March,WAY,B,3,Poaceae,Graminoid,Danthonia secundiflora,3,2007,3077.1,-13.180036,-71.588263,PFTC3
2018,wet_season,March,WAY,B,3,Poaceae,Graminoid,Festuca dolichophylla,15,2007,3077.1,-13.180036,-71.588263,PFTC3
2018,wet_season,March,WAY,B,3,Rosaceae,Forb,Lachemilla orbiculata,0.5,2007,3077.1,-13.180036,-71.588263,PFTC3
2018,wet_season,March,WAY,B,4,Asteraceae,Forb,Gnaphalium dombeyanum,0.5,2007,3078.8,-13.180092,-71.588355,PFTC3
2018,wet_season,March,WAY,B,4,Asteraceae,Forb,Senecio burkartii,0.5,2007,3078.8,-13.180092,-71.588355,PFTC3
2018,wet_season,March,WAY,B,4,Asteraceae,Forb,Stevia pennellii,2,2007,3078.8,-13.180092,-71.588355,PFTC3
2018,wet_season,March,WAY,B,4,Cyperaceae,Graminoid,Carex bonplandii,0.5,2007,3078.8,-13.180092,-71.588355,PFTC3
2018,wet_season,March,WAY,B,4,Cyperaceae,Graminoid,Carex cf. crinalis,2,2007,3078.8,-13.180092,-71.588355,PFTC3
2018,wet_season,March,WAY,B,4,Cyperaceae,Graminoid,Rhynchospora aristata,1,2007,3078.8,-13.180092,-71.588355,PFTC3
2018,wet_season,March,WAY,B,4,Lycopodiaceae,Fern,Lycopodium clavatum,1,2007,3078.8,-13.180092,-71.588355,PFTC3
2018,wet_season,March,WAY,B,4,Lycopodiaceae,Fern,Lycopodium thyoides,8,2007,3078.8,-13.180092,-71.588355,PFTC3
2018,wet_season,March,WAY,B,4,Poaceae,Graminoid,Agrostis mertensii,1,2007,3078.8,-13.180092,-71.588355,PFTC3
2018,wet_season,March,WAY,B,4,Poaceae,Graminoid,Calamagrostis rigida,40,2007,3078.8,-13.180092,-71.588355,PFTC3
2018,wet_season,March,WAY,B,4,Poaceae,Graminoid,Festuca dolichophylla,5,2007,3078.8,-13.180092,-71.588355,PFTC3
2018,wet_season,March,WAY,B,4,Poaceae,Graminoid,Paspalum bonplandianum,2,2007,3078.8,-13.180092,-71.588355,PFTC3
2018,wet_season,March,WAY,B,4,Rubiaceae,Forb,Nertera granadensis,0.5,2007,3078.8,-13.180092,-71.588355,PFTC3
2018,wet_season,March,WAY,B,5,Alstroemeriaceae,Forb,Bomarea brevis,0.5,2007,3078.8,-13.180092,-71.588355,PFTC3
2018,wet_season,March,WAY,B,5,Asteraceae,Forb,Hieracium cf. mandonii,0.5,2007,3078.8,-13.180092,-71.588355,PFTC3
2018,wet_season,March,WAY,B,5,Asteraceae,Forb,Hypochaeris taraxacoides,5,2007,3078.8,-13.180092,-71.588355,PFTC3
2018,wet_season,March,WAY,B,5,Asteraceae,Forb,Stevia pennellii,1.5,2007,3078.8,-13.180092,-71.588355,PFTC3
2018,wet_season,March,WAY,B,5,Cyperaceae,Graminoid,Carex boliviensis,0.5,2007,3078.8,-13.180092,-71.588355,PFTC3
2018,wet_season,March,WAY,B,5,Cyperaceae,Graminoid,Rhynchospora aristata,0.5,2007,3078.8,-13.180092,-71.588355,PFTC3
2018,wet_season,March,WAY,B,5,Dennstaedtiaceae,Fern,Pteridium aquilinum,0.5,2007,3078.8,-13.180092,-71.588355,PFTC3
2018,wet_season,March,WAY,B,5,Gentianaceae,Forb,Halenia umbellata,1,2007,3078.8,-13.180092,-71.588355,PFTC3
2018,wet_season,March,WAY,B,5,Iridaceae,Forb,Sisyrinchium vaginatum,0.5,2007,3078.8,-13.180092,-71.588355,PFTC3
2018,wet_season,March,WAY,B,5,Lycopodiaceae,Fern,Lycopodium thyoides,10,2007,3078.8,-13.180092,-71.588355,PFTC3
2018,wet_season,March,WAY,B,5,Orchidaceae,Forb,Pterichis sp1,0.5,2007,3078.8,-13.180092,-71.588355,PFTC3
2018,wet_season,March,WAY,B,5,Poaceae,Graminoid,Agrostis mertensii,3,2007,3078.8,-13.180092,-71.588355,PFTC3
2018,wet_season,March,WAY,B,5,Poaceae,Graminoid,Calamagrostis cf. amoena,52,2007,3078.8,-13.180092,-71.588355,PFTC3
2018,wet_season,March,WAY,B,5,Poaceae,Graminoid,Calamagrostis tarmensis,4,2007,3078.8,-13.180092,-71.588355,PFTC3
2018,wet_season,March,WAY,B,5,Poaceae,Graminoid,Festuca dolichophylla,1,2007,3078.8,-13.180092,-71.588355,PFTC3
2018,wet_season,March,WAY,B,5,Poaceae,Graminoid,Paspalum bonplandianum,0.5,2007,3078.8,-13.180092,-71.588355,PFTC3
2018,wet_season,March,WAY,C,1,Asteraceae,Forb,Gnaphalium dombeyanum,1,NA,3118,-13.180406,-71.589709,PFTC3
2018,wet_season,March,WAY,C,1,Asteraceae,Forb,Hieracium cf. mandonii,0.5,NA,3118,-13.180406,-71.589709,PFTC3
